Start time: 11:08
dataset: sift1M
data_size: 1000000
dataset_path: /mnt/data/mocheng/dataset/sift/sift_base.fvecs
query_path: /mnt/data/mocheng/dataset/sift/sift_query.fvecs
groundtruth_path: /mnt/data/mocheng/dataset/sift/label/sel_1_100000_dist/sif_gt_sel_1000_1_100000_in_dist_10.json
method: compact
index_k: 8
ef_max: 500
ef_construction: 100
nthreads: 1
ef_search: 20
qrange_path: /mnt/data/mocheng/dataset/sift/label/sel_1_100000_dist/qrangesel_1000_1_100000_in_dist.json
query_num: 10000
label_path: /mnt/data/mocheng/dataset/sift/label/sel_1_100000_dist/attr_sel_1_100000_dist.json
query_k: 10
Load vecs from: /mnt/data/mocheng/dataset/sift/sift_base.fvecs
# of vecs: 1000000
get data size:1000000 query size:10000
get data label size:1000000
get query range size:10000
get groundtruth size:10000
get query id size:10000
query range size:10000
# Sort Dataset Time: 1.4970040s
search ef:
vertex in set: {20}
Max. nns length of one point145
Sum of forward nn #: 152632144
Avg. forward nn #: 152.632
Avg. delta nn #: 152.632
# Load Index Time: 3.6008620s
no satisfied range point
no satisfied range point
no satisfied range point
no satisfied range point
no satisfied range point
no satisfied range point
no satisfied range point
no satisfied range point
no satisfied range point
no satisfied range point
no satisfied range point
no satisfied range point
no satisfied range point
no satisfied range point
no satisfied range point
no satisfied range point
no satisfied range point
no satisfied range point
no satisfied range point
no satisfied range point
no satisfied range point
no satisfied range point
no satisfied range point
no satisfied range point
no satisfied range point
no satisfied range point
no satisfied range point
no satisfied range point
no satisfied range point
no satisfied range point
no satisfied range point
no satisfied range point
no satisfied range point
no satisfied range point
no satisfied range point
no satisfied range point
no satisfied range point
no satisfied range point
no satisfied range point
no satisfied range point
no satisfied range point
no satisfied range point
no satisfied range point
no satisfied range point
no satisfied range point
no satisfied range point
no satisfied range point
no satisfied range point
no satisfied range point
no satisfied range point
no satisfied range point
no satisfied range point
no satisfied range point
no satisfied range point
no satisfied range point
no satisfied range point
no satisfied range point
no satisfied range point
no satisfied range point
no satisfied range point
no satisfied range point
no satisfied range point
no satisfied range point
no satisfied range point
no satisfied range point
no satisfied range point
no satisfied range point
no satisfied range point
no satisfied range point
no satisfied range point
no satisfied range point
no satisfied range point
no satisfied range point
no satisfied range point
no satisfied range point
no satisfied range point
no satisfied range point
no satisfied range point
no satisfied range point
no satisfied range point
no satisfied range point
no satisfied range point
no satisfied range point
no satisfied range point
no satisfied range point
no satisfied range point
no satisfied range point
no satisfied range point
no satisfied range point
no satisfied range point
no satisfied range point
no satisfied range point
no satisfied range point
no satisfied range point
no satisfied range point
no satisfied range point
no satisfied range point
no satisfied range point
no satisfied range point
no satisfied range point
no satisfied range point
no satisfied range point
no satisfied range point
no satisfied range point
no satisfied range point
no satisfied range point
no satisfied range point
no satisfied range point
no satisfied range point
no satisfied range point
no satisfied range point
no satisfied range point
no satisfied range point
no satisfied range point
no satisfied range point
no satisfied range point
no satisfied range point
no satisfied range point
no satisfied range point
no satisfied range point
no satisfied range point
no satisfied range point
no satisfied range point
no satisfied range point
no satisfied range point
no satisfied range point
no satisfied range point
no satisfied range point
no satisfied range point
no satisfied range point
no satisfied range point
no satisfied range point
no satisfied range point
no satisfied range point
no satisfied range point
no satisfied range point
no satisfied range point
no satisfied range point
no satisfied range point
no satisfied range point
no satisfied range point
no satisfied range point
no satisfied range point
no satisfied range point
no satisfied range point
no satisfied range point
no satisfied range point
no satisfied range point
no satisfied range point
no satisfied range point
no satisfied range point
no satisfied range point
no satisfied range point
no satisfied range point
no satisfied range point
no satisfied range point

Search ef: 20
========================
range: -995433	 recall: 0.0000	 QPS: 526316	Comps: 0	 Hops: 0.3000
range: -995375	 recall: 0.0000	 QPS: 357143	Comps: 0	 Hops: 0.3000
range: -995017	 recall: 0.0000	 QPS: 416667	Comps: 0	 Hops: 0.3000
range: -994684	 recall: 0.0000	 QPS: 476190	Comps: 0	 Hops: 0.3000
range: -994657	 recall: 0.0000	 QPS: 384615	Comps: 0	 Hops: 0.3000
range: -994604	 recall: 0.0000	 QPS: 555556	Comps: 0	 Hops: 0.3000
range: -994586	 recall: 0.0000	 QPS: 454545	Comps: 0	 Hops: 0.3000
range: -994477	 recall: 0.0000	 QPS: 588235	Comps: 0	 Hops: 0.3000
range: -994395	 recall: 0.0000	 QPS: 144928	Comps: 0	 Hops: 0.6000
range: -994337	 recall: 0.0000	 QPS: 232558	Comps: 0	 Hops: 0.3000
range: -994309	 recall: 0.0000	 QPS: 344828	Comps: 0	 Hops: 0.3000
range: -994155	 recall: 0.0000	 QPS: 227273	Comps: 0	 Hops: 0.3000
range: -993946	 recall: 0.0000	 QPS: 625000	Comps: 0	 Hops: 0.3000
range: -993710	 recall: 0.0000	 QPS: 625000	Comps: 0	 Hops: 0.3000
range: -993365	 recall: 0.0000	 QPS: 285714	Comps: 0	 Hops: 0.3000
range: -993196	 recall: 0.0000	 QPS: 500000	Comps: 0	 Hops: 0.3000
range: -993169	 recall: 0.0000	 QPS: 555556	Comps: 0	 Hops: 0.3000
range: -993108	 recall: 0.0000	 QPS: 454545	Comps: 0	 Hops: 0.3000
range: -993057	 recall: 0.0000	 QPS: 243902	Comps: 0	 Hops: 0.3000
range: -992954	 recall: 0.0000	 QPS: 555556	Comps: 0	 Hops: 0.3000
range: -992943	 recall: 0.0000	 QPS: 277778	Comps: 0	 Hops: 0.3000
range: -992842	 recall: 0.0000	 QPS: 263158	Comps: 0	 Hops: 0.3000
range: -992794	 recall: 0.0000	 QPS: 500000	Comps: 0	 Hops: 0.3000
range: -992618	 recall: 0.0000	 QPS: 625000	Comps: 0	 Hops: 0.3000
range: -992595	 recall: 0.0000	 QPS: 500000	Comps: 0	 Hops: 0.3000
range: -992574	 recall: 0.0000	 QPS: 454545	Comps: 0	 Hops: 0.3000
range: -992546	 recall: 0.0000	 QPS: 714286	Comps: 0	 Hops: 0.3000
range: -992426	 recall: 0.0000	 QPS: 312500	Comps: 0	 Hops: 0.3000
range: -992326	 recall: 0.0000	 QPS: 526316	Comps: 0	 Hops: 0.3000
range: -992281	 recall: 0.0000	 QPS: 500000	Comps: 0	 Hops: 0.3000
