Start time: 06:45
Use SSE
dataset: YTRGB1m
data_size: 1000000
dataset_path: /mnt/data/mocheng/dataset/youtube1m/rgb.fvecs
query_path: /mnt/data/mocheng/dataset/youtube1m/rgb_query.fvecs
groundtruth_path: /mnt/data/mocheng/dataset/youtube1m/label/sel_1_100000_real/sif_gt_sel_20_1_100000_real_10.json
method: compact
index_k: 8
ef_max: 500
ef_construction: 1000
nthreads: 1
ef_search: 200
qrange_path: /mnt/data/mocheng/dataset/youtube1m/label/sel_1_100000_real/qrangesel_20_1_100000_real.json
query_num: 10000
label_path: /mnt/data/mocheng/dataset/youtube1m/label/sel_1_100000_real/attr_sel_1_100000_real.json
query_k: 10
Load vecs from: /mnt/data/mocheng/dataset/youtube1m/rgb.fvecs
# of vecs: 1000000
get data size:1000000 query size:10000
get data label size:1000000
get query range size:10000
get groundtruth size:10000
get query id size:10000
query range size:10000
# Sort Dataset Time: 4.0692760s
search ef:
vertex in set: {200}
Total edge:41662980
Average degree:41.663
Max. nns length of one point139
Sum of forward nn #: 41662980
Avg. forward nn #: 41.663
Avg. delta nn #: 41.663
# Load Index Time: 1.2425190s
load index done

Search ef: 200
========================
range: 1001	 recall: 21.9148	 QPS: 20	Comps: 18108	 Hops: 5810.4072
range: 1002	 recall: 10.5074	 QPS: 42	Comps: 8351	 Hops: 2919.2222
range: 1003	 recall: 6.6000	 QPS: 64	Comps: 5457	 Hops: 2032.9630
range: 1004	 recall: 4.9000	 QPS: 89	Comps: 3937	 Hops: 1442.7778
range: 1005	 recall: 4.4630	 QPS: 95	Comps: 3650	 Hops: 1378.2222
range: 1006	 recall: 3.5370	 QPS: 118	Comps: 2961	 Hops: 1108.4073
range: 1007	 recall: 2.9815	 QPS: 144	Comps: 2403	 Hops: 959.0000
range: 1008	 recall: 3.0111	 QPS: 145	Comps: 2378	 Hops: 948.4445
range: 1009	 recall: 2.4222	 QPS: 174	Comps: 1976	 Hops: 797.2963
range: 1010	 recall: 2.6296	 QPS: 168	Comps: 2050	 Hops: 796.8889
range: 1011	 recall: 1.9741	 QPS: 199	Comps: 1726	 Hops: 694.3333
range: 1012	 recall: 2.0852	 QPS: 216	Comps: 1589	 Hops: 646.5555
range: 1013	 recall: 2.2519	 QPS: 202	Comps: 1711	 Hops: 688.2963
range: 1014	 recall: 2.0037	 QPS: 215	Comps: 1611	 Hops: 614.8148
range: 1015	 recall: 1.5963	 QPS: 276	Comps: 1260	 Hops: 507.6667
range: 1016	 recall: 2.1926	 QPS: 194	Comps: 1809	 Hops: 653.5926
range: 1017	 recall: 1.9111	 QPS: 230	Comps: 1535	 Hops: 566.4815
range: 1018	 recall: 1.4815	 QPS: 288	Comps: 1209	 Hops: 478.5555
range: 1019	 recall: 1.4556	 QPS: 287	Comps: 1120	 Hops: 452.7037
range: 1020	 recall: 1.3185	 QPS: 318	Comps: 1085	 Hops: 451.4074
range: 1021	 recall: 1.3741	 QPS: 300	Comps: 1154	 Hops: 463.5555
range: 1022	 recall: 2.0148	 QPS: 210	Comps: 1633	 Hops: 655.0000
range: 1023	 recall: 1.3370	 QPS: 318	Comps: 1091	 Hops: 441.5555
range: 1024	 recall: 1.2037	 QPS: 328	Comps: 1058	 Hops: 385.5555
range: 1025	 recall: 1.5852	 QPS: 265	Comps: 1267	 Hops: 555.8148
range: 1026	 recall: 1.0519	 QPS: 398	Comps: 861	 Hops: 368.1111
range: 1027	 recall: 1.3778	 QPS: 299	Comps: 1162	 Hops: 450.9630
range: 1028	 recall: 1.0185	 QPS: 406	Comps: 825	 Hops: 364.4074
range: 1029	 recall: 1.3333	 QPS: 313	Comps: 1103	 Hops: 442.5185
range: 1030	 recall: 0.7852	 QPS: 528	Comps: 669	 Hops: 246.6296
range: 1031	 recall: 1.3556	 QPS: 300	Comps: 1167	 Hops: 444.9630
range: 1032	 recall: 0.8815	 QPS: 501	Comps: 694	 Hops: 258.7408
range: 1033	 recall: 0.7704	 QPS: 483	Comps: 676	 Hops: 268.8148
range: 1034	 recall: 0.7185	 QPS: 510	Comps: 653	 Hops: 276.2963
range: 1035	 recall: 0.5111	 QPS: 775	Comps: 439	 Hops: 192.0000
range: 1036	 recall: 1.0074	 QPS: 410	Comps: 863	 Hops: 314.0000
range: 1037	 recall: 1.2185	 QPS: 347	Comps: 994	 Hops: 375.0000
range: 1038	 recall: 1.1519	 QPS: 354	Comps: 981	 Hops: 356.5555
range: 1039	 recall: 1.0593	 QPS: 383	Comps: 911	 Hops: 362.9630
range: 1040	 recall: 0.7111	 QPS: 585	Comps: 582	 Hops: 219.5926
range: 1041	 recall: 0.5370	 QPS: 760	Comps: 452	 Hops: 175.6667
range: 1042	 recall: 0.7481	 QPS: 561	Comps: 610	 Hops: 254.4074
range: 1043	 recall: 0.6630	 QPS: 629	Comps: 564	 Hops: 200.4444
range: 1044	 recall: 0.6370	 QPS: 613	Comps: 574	 Hops: 215.9259
range: 1045	 recall: 1.0111	 QPS: 421	Comps: 851	 Hops: 288.1482
range: 1046	 recall: 0.6889	 QPS: 620	Comps: 570	 Hops: 209.5926
range: 1047	 recall: 0.5370	 QPS: 780	Comps: 445	 Hops: 169.7037
range: 1048	 recall: 0.5481	 QPS: 805	Comps: 427	 Hops: 172.2963
range: 1049	 recall: 0.7148	 QPS: 594	Comps: 604	 Hops: 210.1481
range: 1050	 recall: 0.5926	 QPS: 691	Comps: 491	 Hops: 202.2593
range: 1051	 recall: 1.0519	 QPS: 377	Comps: 927	 Hops: 332.9630
range: 1052	 recall: 0.6852	 QPS: 576	Comps: 598	 Hops: 226.1852
range: 1053	 recall: 0.9741	 QPS: 443	Comps: 772	 Hops: 343.2592
range: 1054	 recall: 0.7926	 QPS: 503	Comps: 677	 Hops: 266.2963
range: 1055	 recall: 0.5037	 QPS: 690	Comps: 491	 Hops: 174.0000
range: 1056	 recall: 0.5148	 QPS: 772	Comps: 446	 Hops: 189.4444
range: 1057	 recall: 0.3926	 QPS: 965	Comps: 359	 Hops: 146.5556
range: 1058	 recall: 0.8630	 QPS: 443	Comps: 775	 Hops: 304.4445
range: 1059	 recall: 0.4778	 QPS: 815	Comps: 411	 Hops: 194.1481
range: 1060	 recall: 0.4815	 QPS: 812	Comps: 412	 Hops: 188.4444
range: 1061	 recall: 0.7259	 QPS: 564	Comps: 613	 Hops: 252.4444
range: 1062	 recall: 0.8815	 QPS: 443	Comps: 773	 Hops: 297.8148
range: 1063	 recall: 0.5741	 QPS: 722	Comps: 493	 Hops: 174.4815
range: 1064	 recall: 0.8444	 QPS: 493	Comps: 694	 Hops: 275.0370
range: 1065	 recall: 0.7037	 QPS: 598	Comps: 595	 Hops: 207.8519
range: 1066	 recall: 0.4963	 QPS: 792	Comps: 447	 Hops: 165.3704
range: 1067	 recall: 0.4407	 QPS: 938	Comps: 378	 Hops: 137.8148
range: 1068	 recall: 0.5704	 QPS: 616	Comps: 535	 Hops: 225.6667
range: 1069	 recall: 0.5593	 QPS: 665	Comps: 518	 Hops: 205.1481
range: 1070	 recall: 0.6000	 QPS: 641	Comps: 552	 Hops: 200.9259
range: 1071	 recall: 0.4481	 QPS: 899	Comps: 377	 Hops: 166.0370
range: 1072	 recall: 0.6556	 QPS: 642	Comps: 569	 Hops: 183.4074
range: 1073	 recall: 0.4481	 QPS: 806	Comps: 403	 Hops: 189.2963
range: 1074	 recall: 0.5519	 QPS: 711	Comps: 489	 Hops: 172.2222
range: 1075	 recall: 0.6111	 QPS: 631	Comps: 565	 Hops: 191.9259
range: 1076	 recall: 0.5000	 QPS: 794	Comps: 416	 Hops: 195.2963
range: 1077	 recall: 0.4556	 QPS: 895	Comps: 396	 Hops: 143.6667
range: 1078	 recall: 0.4296	 QPS: 929	Comps: 371	 Hops: 130.2593
range: 1079	 recall: 0.5333	 QPS: 713	Comps: 499	 Hops: 171.8148
range: 1080	 recall: 0.2926	 QPS: 1472	Comps: 236	 Hops: 86.8889
range: 1081	 recall: 0.5370	 QPS: 693	Comps: 514	 Hops: 185.4444
range: 1082	 recall: 0.5074	 QPS: 720	Comps: 491	 Hops: 179.7037
range: 1083	 recall: 0.6667	 QPS: 643	Comps: 533	 Hops: 217.7778
range: 1084	 recall: 0.4074	 QPS: 1045	Comps: 323	 Hops: 128.9630
range: 1085	 recall: 0.6222	 QPS: 613	Comps: 578	 Hops: 215.1481
range: 1086	 recall: 0.4704	 QPS: 914	Comps: 390	 Hops: 143.9259
range: 1087	 recall: 0.4926	 QPS: 854	Comps: 390	 Hops: 180.8519
range: 1088	 recall: 0.3444	 QPS: 1089	Comps: 303	 Hops: 158.8519
range: 1089	 recall: 0.4556	 QPS: 839	Comps: 409	 Hops: 153.3704
range: 1090	 recall: 0.6333	 QPS: 574	Comps: 595	 Hops: 227.7778
range: 1091	 recall: 0.5667	 QPS: 777	Comps: 455	 Hops: 161.7037
range: 1092	 recall: 0.3407	 QPS: 1299	Comps: 261	 Hops: 121.0000
range: 1093	 recall: 0.2407	 QPS: 1837	Comps: 179	 Hops: 94.5185
range: 1094	 recall: 0.1519	 QPS: 2739	Comps: 122	 Hops: 59.1111
range: 1095	 recall: 0.4704	 QPS: 825	Comps: 413	 Hops: 178.4444
range: 1096	 recall: 0.4556	 QPS: 908	Comps: 383	 Hops: 153.4444
range: 1097	 recall: 0.4778	 QPS: 810	Comps: 433	 Hops: 167.7407
range: 1098	 recall: 0.5778	 QPS: 682	Comps: 504	 Hops: 186.8889
range: 1099	 recall: 0.2519	 QPS: 1523	Comps: 224	 Hops: 80.1852
range: 1100	 recall: 0.4185	 QPS: 990	Comps: 329	 Hops: 148.8148
range: 1101	 recall: 0.4037	 QPS: 1034	Comps: 342	 Hops: 125.0000
range: 1102	 recall: 0.5074	 QPS: 863	Comps: 406	 Hops: 160.4815
range: 1103	 recall: 0.2259	 QPS: 1589	Comps: 206	 Hops: 97.8148
range: 1104	 recall: 0.4556	 QPS: 870	Comps: 389	 Hops: 161.9630
range: 1105	 recall: 0.6111	 QPS: 645	Comps: 548	 Hops: 201.8519
range: 1106	 recall: 0.2815	 QPS: 1288	Comps: 272	 Hops: 107.0741
range: 1107	 recall: 0.5074	 QPS: 735	Comps: 472	 Hops: 182.7778
range: 1108	 recall: 0.4963	 QPS: 638	Comps: 420	 Hops: 142.7778
range: 1109	 recall: 0.6111	 QPS: 714	Comps: 478	 Hops: 199.8148
range: 1110	 recall: 0.4333	 QPS: 854	Comps: 408	 Hops: 156.8889
range: 1111	 recall: 0.2444	 QPS: 1487	Comps: 221	 Hops: 105.9630
range: 1112	 recall: 0.5037	 QPS: 765	Comps: 461	 Hops: 173.0741
range: 1113	 recall: 0.2333	 QPS: 1669	Comps: 195	 Hops: 87.8889
range: 1114	 recall: 0.3926	 QPS: 846	Comps: 422	 Hops: 146.5926
range: 1115	 recall: 0.1185	 QPS: 3419	Comps: 98	 Hops: 42.8889
range: 1116	 recall: 0.3630	 QPS: 1071	Comps: 304	 Hops: 148.4444
range: 1117	 recall: 0.5556	 QPS: 786	Comps: 451	 Hops: 169.5556
range: 1118	 recall: 0.2667	 QPS: 1298	Comps: 258	 Hops: 114.5926
range: 1119	 recall: 0.3222	 QPS: 1265	Comps: 284	 Hops: 98.8519
range: 1120	 recall: 0.3444	 QPS: 1054	Comps: 322	 Hops: 142.4815
range: 1121	 recall: 0.6741	 QPS: 618	Comps: 568	 Hops: 204.8148
range: 1122	 recall: 0.2222	 QPS: 1605	Comps: 224	 Hops: 77.7778
range: 1123	 recall: 0.2815	 QPS: 1411	Comps: 245	 Hops: 98.4815
range: 1124	 recall: 0.4037	 QPS: 1012	Comps: 345	 Hops: 128.7037
range: 1125	 recall: 0.6556	 QPS: 539	Comps: 633	 Hops: 252.8889
range: 1126	 recall: 0.4889	 QPS: 773	Comps: 459	 Hops: 156.2963
range: 1127	 recall: 0.2963	 QPS: 1236	Comps: 275	 Hops: 121.3704
range: 1128	 recall: 0.2815	 QPS: 1227	Comps: 285	 Hops: 106.2963
range: 1129	 recall: 0.4259	 QPS: 939	Comps: 378	 Hops: 140.1481
range: 1130	 recall: 0.3704	 QPS: 710	Comps: 353	 Hops: 145.9259
range: 1131	 recall: 0.6296	 QPS: 681	Comps: 511	 Hops: 179.2593
range: 1132	 recall: 0.5148	 QPS: 761	Comps: 437	 Hops: 188.9259
range: 1133	 recall: 0.2259	 QPS: 2064	Comps: 169	 Hops: 69.4815
range: 1134	 recall: 0.3963	 QPS: 985	Comps: 372	 Hops: 121.0000
range: 1135	 recall: 0.3370	 QPS: 1015	Comps: 333	 Hops: 148.9630
range: 1136	 recall: 0.4296	 QPS: 942	Comps: 386	 Hops: 124.2593
