Start time: 23:21
Use SSE
dataset: YTRGB1m
data_size: 1000000
dataset_path: /mnt/data/mocheng/dataset/youtube1m/rgb.fvecs
query_path: /mnt/data/mocheng/dataset/youtube1m/rgb_query.fvecs
groundtruth_path: /mnt/data/mocheng/dataset/youtube1m/label/sel_1_100000_real/sif_gt_sel_6_1_100000_real_10.json
method: compact
index_k: 40
ef_max: 1000
ef_construction: 1000
nthreads: 1
ef_search: 20
qrange_path: /mnt/data/mocheng/dataset/youtube1m/label/sel_1_100000_real/qrangesel_6_1_100000_real.json
query_num: 10000
label_path: /mnt/data/mocheng/dataset/youtube1m/label/sel_1_100000_real/attr_sel_1_100000_real.json
query_k: 10
Load vecs from: /mnt/data/mocheng/dataset/youtube1m/rgb.fvecs
# of vecs: 1000000
get data size:1000000 query size:10000
get data label size:1000000
get query range size:10000
get groundtruth size:10000
get query id size:10000
query range size:10000
# Sort Dataset Time: 3.7062200s
search ef:
vertex in set: {20}
using simd16
Total edge:68659194
Average degree:68.6592
Max. nns length of one point482
Sum of forward nn #: 68659194
Avg. forward nn #: 68.6592
Avg. delta nn #: 68.6592
# Load Index Time: 1.6107700s
load index done

Search ef: 20
========================
range: 500001	 recall: 0.8286	 QPS: 141	Comps: 3111	 Hops: 26.2381
range: 500002	 recall: 0.8857	 QPS: 117	Comps: 3768	 Hops: 31.6190
range: 500003	 recall: 1.1048	 QPS: 126	Comps: 3426	 Hops: 36.9048
range: 500004	 recall: 1.2619	 QPS: 96	Comps: 4590	 Hops: 42.2381
range: 500005	 recall: 1.2310	 QPS: 104	Comps: 4253	 Hops: 40.1667
range: 500006	 recall: 1.3833	 QPS: 90	Comps: 4919	 Hops: 44.0952
range: 500007	 recall: 1.3405	 QPS: 80	Comps: 5428	 Hops: 43.2619
range: 500008	 recall: 1.7143	 QPS: 71	Comps: 6268	 Hops: 56.8571
range: 500009	 recall: 1.6095	 QPS: 84	Comps: 5255	 Hops: 52.8095
range: 500010	 recall: 1.9524	 QPS: 59	Comps: 7481	 Hops: 61.9286
range: 500011	 recall: 1.7048	 QPS: 64	Comps: 6616	 Hops: 58.2143
range: 500012	 recall: 1.6048	 QPS: 75	Comps: 5804	 Hops: 54.6667
range: 500013	 recall: 1.6667	 QPS: 69	Comps: 6419	 Hops: 54.4286
range: 500014	 recall: 1.6762	 QPS: 71	Comps: 6258	 Hops: 58.2619
range: 500015	 recall: 1.6452	 QPS: 65	Comps: 6628	 Hops: 54.1905
range: 500016	 recall: 1.9333	 QPS: 65	Comps: 6833	 Hops: 63.3333
range: 500017	 recall: 1.7286	 QPS: 62	Comps: 7121	 Hops: 60.3571
range: 500018	 recall: 1.5548	 QPS: 83	Comps: 5243	 Hops: 52.5000
range: 500019	 recall: 1.5429	 QPS: 71	Comps: 6308	 Hops: 51.4762
range: 500020	 recall: 1.7905	 QPS: 63	Comps: 7015	 Hops: 62.0476
range: 500021	 recall: 1.7857	 QPS: 58	Comps: 7838	 Hops: 63.5476
range: 500022	 recall: 1.9262	 QPS: 60	Comps: 7473	 Hops: 63.1190
range: 500023	 recall: 1.5762	 QPS: 71	Comps: 6220	 Hops: 53.9524
range: 500024	 recall: 2.1976	 QPS: 61	Comps: 7173	 Hops: 72.1429
range: 500025	 recall: 1.7310	 QPS: 58	Comps: 7642	 Hops: 58.8095
range: 500026	 recall: 1.6619	 QPS: 84	Comps: 5221	 Hops: 51.0952
range: 500027	 recall: 1.7524	 QPS: 65	Comps: 6687	 Hops: 59.0238
range: 500028	 recall: 2.1286	 QPS: 57	Comps: 7810	 Hops: 71.5714
range: 500029	 recall: 1.9238	 QPS: 67	Comps: 6468	 Hops: 60.1429
range: 500030	 recall: 1.9429	 QPS: 67	Comps: 6542	 Hops: 63.9286
range: 500031	 recall: 1.6119	 QPS: 84	Comps: 5232	 Hops: 51.6429
range: 500032	 recall: 2.0548	 QPS: 66	Comps: 6549	 Hops: 65.2857
range: 500033	 recall: 2.1857	 QPS: 58	Comps: 7385	 Hops: 69.1429
range: 500034	 recall: 1.9548	 QPS: 61	Comps: 7118	 Hops: 66.6905
range: 500035	 recall: 1.7000	 QPS: 83	Comps: 5272	 Hops: 55.3095
range: 500036	 recall: 2.4381	 QPS: 50	Comps: 8835	 Hops: 76.1667
range: 500037	 recall: 2.2810	 QPS: 52	Comps: 8523	 Hops: 76.2619
range: 500038	 recall: 2.3595	 QPS: 54	Comps: 8139	 Hops: 75.8810
range: 500039	 recall: 2.0143	 QPS: 68	Comps: 6431	 Hops: 62.4762
range: 500040	 recall: 1.5833	 QPS: 80	Comps: 5506	 Hops: 51.9286
range: 500041	 recall: 1.6619	 QPS: 84	Comps: 5223	 Hops: 53.7381
range: 500042	 recall: 1.7429	 QPS: 74	Comps: 5989	 Hops: 58.3571
range: 500043	 recall: 1.5905	 QPS: 81	Comps: 5524	 Hops: 50.1429
range: 500044	 recall: 1.8333	 QPS: 71	Comps: 6134	 Hops: 61.6667
range: 500045	 recall: 1.7500	 QPS: 69	Comps: 6416	 Hops: 61.2857
range: 500046	 recall: 1.6286	 QPS: 89	Comps: 4857	 Hops: 51.1905
range: 500047	 recall: 1.5833	 QPS: 70	Comps: 6282	 Hops: 53.6667
range: 500048	 recall: 1.6690	 QPS: 71	Comps: 6108	 Hops: 53.4286
range: 500049	 recall: 1.7024	 QPS: 73	Comps: 5890	 Hops: 56.0238
range: 500050	 recall: 1.4262	 QPS: 91	Comps: 4684	 Hops: 44.5238
range: 500051	 recall: 1.7024	 QPS: 83	Comps: 5225	 Hops: 53.6667
range: 500052	 recall: 1.6667	 QPS: 72	Comps: 6132	 Hops: 55.7857
range: 500053	 recall: 1.3905	 QPS: 77	Comps: 5754	 Hops: 45.7381
range: 500054	 recall: 1.4381	 QPS: 104	Comps: 4244	 Hops: 46.5000
range: 500055	 recall: 1.6476	 QPS: 75	Comps: 5901	 Hops: 55.2143
range: 500056	 recall: 1.6405	 QPS: 80	Comps: 5508	 Hops: 55.2143
range: 500057	 recall: 1.8048	 QPS: 67	Comps: 6661	 Hops: 59.4524
range: 500058	 recall: 1.6595	 QPS: 75	Comps: 5929	 Hops: 56.0476
range: 500059	 recall: 1.2095	 QPS: 99	Comps: 4447	 Hops: 43.0238
range: 500060	 recall: 1.6000	 QPS: 77	Comps: 5693	 Hops: 52.5238
range: 500061	 recall: 1.6000	 QPS: 83	Comps: 5320	 Hops: 52.4524
range: 500062	 recall: 1.3857	 QPS: 74	Comps: 6014	 Hops: 48.8571
range: 500063	 recall: 1.4286	 QPS: 77	Comps: 5760	 Hops: 46.5000
range: 500064	 recall: 1.1929	 QPS: 109	Comps: 4072	 Hops: 39.0952
range: 500065	 recall: 1.1286	 QPS: 106	Comps: 3999	 Hops: 37.6905
range: 500066	 recall: 1.2286	 QPS: 93	Comps: 4686	 Hops: 40.8095
range: 500067	 recall: 1.1952	 QPS: 91	Comps: 4874	 Hops: 42.1905
range: 500068	 recall: 1.0595	 QPS: 112	Comps: 3935	 Hops: 38.6905
range: 500069	 recall: 1.1333	 QPS: 101	Comps: 4404	 Hops: 39.1905
range: 500070	 recall: 1.0357	 QPS: 109	Comps: 4093	 Hops: 31.5952
range: 500071	 recall: 1.1024	 QPS: 111	Comps: 3919	 Hops: 36.6667
range: 500072	 recall: 0.9810	 QPS: 121	Comps: 3648	 Hops: 30.2381
range: 500073	 recall: 1.3143	 QPS: 90	Comps: 4885	 Hops: 43.2381
range: 500074	 recall: 1.3619	 QPS: 99	Comps: 4447	 Hops: 46.7381
range: 500075	 recall: 1.3190	 QPS: 101	Comps: 4395	 Hops: 42.3333
range: 500076	 recall: 1.2119	 QPS: 113	Comps: 3913	 Hops: 40.8571
range: 500077	 recall: 0.9048	 QPS: 167	Comps: 2614	 Hops: 28.8810
range: 500078	 recall: 0.9714	 QPS: 143	Comps: 3055	 Hops: 33.0238
range: 500079	 recall: 1.1667	 QPS: 109	Comps: 4028	 Hops: 38.0238
range: 500080	 recall: 0.9571	 QPS: 116	Comps: 3818	 Hops: 30.4524
range: 500081	 recall: 1.0310	 QPS: 116	Comps: 3804	 Hops: 36.6905
range: 500082	 recall: 1.0762	 QPS: 114	Comps: 3830	 Hops: 36.6905
range: 500083	 recall: 0.9952	 QPS: 109	Comps: 4011	 Hops: 33.0238
range: 500084	 recall: 0.9881	 QPS: 130	Comps: 3387	 Hops: 33.0000
range: 500085	 recall: 0.9738	 QPS: 136	Comps: 3241	 Hops: 33.7619
range: 500086	 recall: 1.0643	 QPS: 124	Comps: 3541	 Hops: 35.1905
range: 500087	 recall: 0.8786	 QPS: 139	Comps: 3210	 Hops: 27.7619
range: 500088	 recall: 1.2000	 QPS: 107	Comps: 4118	 Hops: 40.6667
range: 500089	 recall: 1.0571	 QPS: 122	Comps: 3616	 Hops: 34.0714
range: 500090	 recall: 1.0667	 QPS: 111	Comps: 3970	 Hops: 36.3333
range: 500091	 recall: 0.7286	 QPS: 169	Comps: 2583	 Hops: 26.7381
range: 500092	 recall: 0.7524	 QPS: 163	Comps: 2668	 Hops: 24.1190
range: 500093	 recall: 0.6786	 QPS: 196	Comps: 2210	 Hops: 21.4762
range: 500094	 recall: 1.1929	 QPS: 115	Comps: 3820	 Hops: 40.8095
range: 500095	 recall: 0.6690	 QPS: 161	Comps: 2780	 Hops: 25.8571
range: 500096	 recall: 1.0310	 QPS: 139	Comps: 3161	 Hops: 37.2619
range: 500097	 recall: 1.0405	 QPS: 147	Comps: 2972	 Hops: 33.4524
range: 500098	 recall: 0.6476	 QPS: 184	Comps: 2398	 Hops: 24.8333
range: 500099	 recall: 0.6667	 QPS: 188	Comps: 2375	 Hops: 21.0000
range: 500100	 recall: 0.7857	 QPS: 185	Comps: 2371	 Hops: 26.1667
range: 500101	 recall: 0.6333	 QPS: 182	Comps: 2442	 Hops: 21.5000
range: 500102	 recall: 0.6857	 QPS: 199	Comps: 2216	 Hops: 23.3571
range: 500103	 recall: 0.6810	 QPS: 186	Comps: 2364	 Hops: 22.4286
range: 500104	 recall: 0.6643	 QPS: 173	Comps: 2511	 Hops: 22.7857
range: 500105	 recall: 0.6595	 QPS: 229	Comps: 1929	 Hops: 23.0238
range: 500106	 recall: 0.7429	 QPS: 178	Comps: 2453	 Hops: 23.4762
range: 500107	 recall: 0.7762	 QPS: 157	Comps: 2840	 Hops: 24.4048
range: 500108	 recall: 0.7667	 QPS: 177	Comps: 2474	 Hops: 25.3333
range: 500109	 recall: 0.7095	 QPS: 222	Comps: 1973	 Hops: 22.2619
range: 500110	 recall: 0.7881	 QPS: 142	Comps: 3116	 Hops: 26.3333
range: 500111	 recall: 0.7595	 QPS: 162	Comps: 2751	 Hops: 24.5000
range: 500112	 recall: 0.6143	 QPS: 203	Comps: 2198	 Hops: 18.9048
range: 500113	 recall: 0.6381	 QPS: 191	Comps: 2314	 Hops: 20.0476
range: 500114	 recall: 0.6833	 QPS: 165	Comps: 2694	 Hops: 23.6905
range: 500115	 recall: 0.6429	 QPS: 250	Comps: 1741	 Hops: 20.6190
range: 500116	 recall: 0.7357	 QPS: 153	Comps: 2837	 Hops: 23.9762
range: 500117	 recall: 0.4976	 QPS: 224	Comps: 2015	 Hops: 15.3333
range: 500118	 recall: 0.9524	 QPS: 145	Comps: 3042	 Hops: 31.2143
