Algorithm,QPS,CPQ,recall
Milvus_HNSW,104.87748136194809,-1.0,1.0
Milvus_HNSW,104.68107891365489,-1.0,1.0
Milvus_HNSW,104.63359960521316,-1.0,1.0
Milvus_HNSW,104.61071165926111,-1.0,1.0
Milvus_IVFPQ,96.49729353682577,-1.0,0.80858
Milvus_IVFPQ,96.44374164929071,-1.0,0.8588
Milvus_IVFPQ,95.7438593177692,-1.0,0.89887
Milvus_IVFPQ,95.3386976913612,-1.0,0.90846
Milvus_IVFPQ,90.11538937707964,-1.0,0.91615
Milvus_IVFPQ,82.20618074840723,-1.0,0.91906
Milvus_IVFPQ,73.62189684123625,-1.0,0.92022
Milvus_IVFPQ,66.6752836979508,-1.0,0.92074
HNSW,415.626,8203.98,0.316
HNSW,348.013,10845.742,0.379
HNSW,221.481,21416.145,0.557
HNSW,171.078,26701.342,0.617
HNSW,93.385,53115.89,0.797
IVFPQ,694.345,-1.0,0.41
IVFPQ,585.229,-1.0,0.494
IVFPQ,434.844,-1.0,0.601
IVFPQ,164.615,-1.0,0.692
IVFPQ,99.739,-1.0,0.924
IVFPQ,78.329,-1.0,0.94
IVFPQ,74.378,-1.0,0.95
DiskANN_Stitched,6882.29,400.24,0.7812
DiskANN_Stitched,6833.35,436.92,0.7998999999999999
DiskANN_Stitched,4468.98,475.91,0.816
DiskANN_Stitched,3330.15,557.15,0.8308
DiskANN_Stitched,2347.73,842.38,0.8489
DiskANN_Stitched,1775.64,1085.42,0.8548
DiskANN_Stitched,1635.58,1302.12,0.8589
DiskANN_Stitched,314.61,1942.25,0.8697
DiskANN_Stitched,207.28,2326.9,0.8769
DiskANN_Stitched,172.21,2993.04,0.8886
DiskANN_Stitched,127.22,3572.54,0.8986
DiskANN_Stitched,119.1,4089.35,0.9074
DiskANN_Stitched,101.7,4557.81,0.9152
DiskANN_Stitched,87.75,4988.43,0.9226
DiskANN_Stitched,77.15,5384.23,0.9291
DiskANN_Stitched,69.97,5751.36,0.9351
DiskANN_Stitched,63.48,6090.73,0.9407
DiskANN_Stitched,56.93,6696.18,0.9506
DiskANN_Stitched,49.39,7214.16,0.959
NHQ_kgraph,178.621,17425.9,0.55565
