Algorithm,QPS,CPQ,recall
Milvus_HNSW,118.99721534071382,-1.0,0.88961
Milvus_HNSW,117.36084999002114,-1.0,0.91293
Milvus_HNSW,117.0362476871495,-1.0,0.9357
Milvus_HNSW,115.2723952011595,-1.0,0.97084
Milvus_HNSW,111.37703142364929,-1.0,0.9809
Milvus_HNSW,109.01942131455718,-1.0,0.98595
Milvus_HNSW,104.24557267911732,-1.0,0.98864
Milvus_HNSW,95.22865674412392,-1.0,0.99217
Milvus_IVFPQ,165.3746189705266,-1.0,0.77883
Milvus_IVFPQ,162.99430088636865,-1.0,0.81741
Milvus_IVFPQ,160.08064854084583,-1.0,0.84695
Milvus_IVFPQ,156.6977900193111,-1.0,0.85827
Milvus_IVFPQ,151.1361761015727,-1.0,0.8751
Milvus_IVFPQ,141.59093383545658,-1.0,0.88496
Milvus_IVFPQ,120.1951051004936,-1.0,0.89489
HNSW,370.171,9542.251,0.702
HNSW,291.495,12595.082,0.762
HNSW,266.294,18715.568,0.834
HNSW,206.335,24837.55,0.876
HNSW,173.353,30963.338,0.904
HNSW,150.836,37081.889,0.923
HNSW,122.749,43200.233,0.936
HNSW,107.795,49313.135,0.945
IVFPQ,974.494,-1.0,0.511
IVFPQ,734.293,-1.0,0.605
IVFPQ,652.283,-1.0,0.659
IVFPQ,474.628,-1.0,0.725
IVFPQ,346.158,-1.0,0.781
IVFPQ,308.658,-1.0,0.806
IVFPQ,222.093,-1.0,0.846
IVFPQ,194.184,-1.0,0.871
IVFPQ,146.066,-1.0,0.901
IVFPQ,104.092,-1.0,0.919
IVFPQ,84.421,-1.0,0.932
ACORN,744.79,250.855,0.353
ACORN,367.294,461.278,0.579
ACORN,261.723,808.756,0.734
ACORN,197.99,1364.67,0.823
ACORN,157.042,1733.563,0.854
ACORN,98.539,2419.901,0.888
ACORN,90.558,3056.673,0.907
ACORN,71.943,3656.43,0.92
ACORN,64.314,4225.41,0.929
ACORN,48.795,4773.03,0.935
ACORN,46.796,5810.175,0.945
DiskANN_Stitched,2769.52,801.12,0.8626
DiskANN_Stitched,1608.65,1264.56,0.9254
DiskANN_Stitched,1131.07,1693.36,0.9508
DiskANN_Stitched,1115.2,2097.32,0.9628
DiskANN_Stitched,714.03,2482.37,0.9703
DiskANN_Stitched,561.13,3379.18,0.9802
DiskANN_Stitched,511.04,4205.17,0.9853
DiskANN_Stitched,297.65,7070.76,0.9926
DiskANN_Stitched,242.44,8332.33,0.9941
DiskANN_Stitched,142.54,13724.61,0.9974
NHQ_kgraph,290.703,14163.0,0.83214
NHQ_nsw,368.694,11687.7,0.32797
NHQ_nsw,346.827,13622.7,0.36262
NHQ_nsw,308.193,17233.5,0.41927
