Algorithm,QPS,CPQ,recall
Milvus_HNSW,96.7394524851588,-1.0,0.93889
Milvus_HNSW,95.29570496239772,-1.0,0.98297
Milvus_HNSW,93.00328029217091,-1.0,0.9932
Milvus_HNSW,91.65145961436684,-1.0,0.99705
Milvus_HNSW,89.63651924957855,-1.0,0.99835
Milvus_HNSW,85.93517344602846,-1.0,0.99947
Milvus_HNSW,82.57983318956545,-1.0,0.99978
Milvus_HNSW,75.46574214194659,-1.0,0.99994
Milvus_HNSW,70.51013280142085,-1.0,0.99996
Milvus_HNSW,66.57323006420394,-1.0,0.99996
Milvus_HNSW,51.74739949331963,-1.0,0.99997
Milvus_IVFPQ,127.32571537127404,-1.0,0.72981
Milvus_IVFPQ,125.63470243377368,-1.0,0.83627
Milvus_IVFPQ,119.53704838420082,-1.0,0.90622
Milvus_IVFPQ,112.0444404964301,-1.0,0.93078
Milvus_IVFPQ,45.57514948752672,-1.0,0.94847
HNSW,751.764,1407.875,0.83
HNSW,581.903,2421.492,0.927
HNSW,563.984,3461.207,0.964
HNSW,349.168,4510.578,0.979
HNSW,167.087,16128.53,0.991
HNSW,158.925,21416.145,0.996
HNSW,115.365,26701.342,0.998
HNSW,113.038,47831.807,1.0
IVFPQ,880.18,-1.0,0.579
IVFPQ,723.528,-1.0,0.598
IVFPQ,544.576,-1.0,0.716
IVFPQ,422.936,-1.0,0.771
IVFPQ,288.344,-1.0,0.825
IVFPQ,194.802,-1.0,0.859
IVFPQ,169.575,-1.0,0.87
IVFPQ,150.567,-1.0,0.878
IVFPQ,124.145,-1.0,0.885
IVFPQ,101.354,-1.0,0.892
IVFPQ,71.099,-1.0,0.897
ACORN,1003.981,1322.221,0.716
ACORN,577.525,3162.536,0.901
ACORN,447.936,3996.868,0.927
ACORN,401.323,4796.01,0.944
ACORN,209.579,8457.071,0.976
ACORN,134.202,11773.116,0.986
ACORN,122.222,14866.296,0.99
ACORN,73.48,17802.307,0.993
ACORN,56.793,30980.281,0.997
DiskANN,4415.81,359.91,0.5598
DiskANN,2941.08,564.2,0.7112999999999999
DiskANN,2203.0,749.61,0.7848
DiskANN,1779.05,928.21,0.8291
DiskANN,245.08,1933.09,0.8498
DiskANN,172.34,2708.33,0.8974
DiskANN,137.37,3451.57,0.9231
DiskANN,97.61,4168.7,0.9386
DiskANN,93.84,4868.07,0.9496
DiskANN,73.19,6217.42,0.963
DiskANN,65.03,6873.84,0.9674
DiskANN,58.8,7518.22,0.9709
DiskANN,50.46,8779.97,0.9761
DiskANN,42.36,10011.73,0.9799
DiskANN_Stitched,3730.97,686.57,0.6274000000000001
DiskANN_Stitched,3273.79,802.67,0.6873
DiskANN_Stitched,2844.19,940.89,0.7232999999999999
DiskANN_Stitched,1398.03,1466.86,0.7872
DiskANN_Stitched,1359.39,1969.38,0.8096
DiskANN_Stitched,1080.54,2453.66,0.8204
DiskANN_Stitched,156.66,5133.19,0.8223999999999999
DiskANN_Stitched,111.72,7116.45,0.8309000000000001
DiskANN_Stitched,74.47,8980.02,0.8343
DiskANN_Stitched,67.77,10755.55,0.8358
DiskANN_Stitched,59.83,12460.84,0.8368000000000001
DiskANN_Stitched,52.23,14109.27,0.8373
DiskANN_Stitched,45.55,15709.72,0.8377
DiskANN_Stitched,41.13,17268.23,0.8379000000000001
DiskANN_Stitched,37.35,18790.76,0.8381000000000001
DiskANN_Stitched,31.07,21740.4,0.8384
DiskANN_Stitched,21.38,24587.16,0.8386
NHQ_kgraph,246.078,17343.8,0.997103
NHQ_nsw,5562.16,652.778,0.68036
NHQ_nsw,3815.39,935.942,0.82451
NHQ_nsw,3213.98,1206.77,0.88843
NHQ_nsw,1670.68,2454.25,0.900632
NHQ_nsw,1574.94,2689.27,0.915413
NHQ_nsw,1078.57,3815.58,0.95733
NHQ_nsw,815.943,4879.7,0.975042
NHQ_nsw,700.257,5898.52,0.983925
NHQ_nsw,591.941,6880.99,0.988835
NHQ_nsw,463.47,8761.78,0.993698
NHQ_nsw,411.373,9667.73,0.994959
NHQ_nsw,385.785,10553.5,0.995763
