ACORN,HNSW,IVFPQ,Milvus_IVFPQ,Milvus_HNSW,WST_opt,WST_vamana,SeRF,iRangeGraph,UNIFY,DSG,Selectivity
409.334,0,0,-1,36.05544515328547,1850.6084791170176,774.992147167622,878.0,1526.17,2451.029995,450.1453,0.1
401.525,0,0,0,0.0,1594.196965901291,0.0,698.0,1948.6,1731.778655,337.2961,0.2
178.032,0,0,0,0.0,1495.5989823104574,0.0,742.0,1864.66,1.245896,312.5697,0.30000000000000004
234.03,0,0,0,0.0,1906.7514292780145,0.0,598.0,1484.25,0.975665,231.699,0.4
198.999,0,0,0,0.0,1523.5854013610074,0.0,637.0,1088.11,0.739997,262.3916,0.5
244.808,0,0,0,0.0,1241.751234977757,0.0,502.0,1010.33,0.623263,221.1784,0.6000000000000001
155.045,0,0,0,0.0,1230.9220904507797,0.0,670.0,906.645,-1.0,184.6347,0.7000000000000001
0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.8
0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.9
0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,1091.949177,0.0,1.0
