Algorithm,QPS,CPQ,recall
Milvus_HNSW,76.44710752557108,-1.0,0.975876
Milvus_HNSW,73.72147559181522,-1.0,0.980863
Milvus_HNSW,70.98580808492702,-1.0,0.983973
Milvus_HNSW,69.96500650399705,-1.0,0.985479
Milvus_HNSW,63.454822992816766,-1.0,0.989727
Milvus_HNSW,58.872106401814655,-1.0,0.991692
Milvus_HNSW,54.65348556972534,-1.0,0.992929
Milvus_HNSW,50.65869612474304,-1.0,0.993696
Milvus_HNSW,47.405240689739074,-1.0,0.994285
Milvus_HNSW,44.434297029750965,-1.0,0.994736
Milvus_HNSW,42.14285029467383,-1.0,0.995068
Milvus_HNSW,39.44010176674345,-1.0,0.995362
Milvus_IVFPQ,79.49208474473203,-1.0,0.69469
Milvus_IVFPQ,79.36721311554822,-1.0,0.77708
Milvus_IVFPQ,73.85871597779274,-1.0,0.84043
Milvus_IVFPQ,69.4755677803079,-1.0,0.8711
Milvus_IVFPQ,62.70844477298191,-1.0,0.90326
Milvus_IVFPQ,55.12368824922008,-1.0,0.92572
Milvus_IVFPQ,52.34244393115711,-1.0,0.93453
Milvus_IVFPQ,45.33865969420584,-1.0,0.94841
Milvus_IVFPQ,40.53081191022153,-1.0,0.9565
Milvus_IVFPQ,34.12326577583732,-1.0,0.96516
Milvus_IVFPQ,30.26900005758343,-1.0,0.96985
Milvus_IVFPQ,27.535921336018493,-1.0,0.97282
HNSW,742.37,1078.852,0.719
HNSW,731.198,1200.895,0.751
HNSW,705.389,1562.501,0.816
HNSW,694.86,2877.704,0.908
HNSW,508.609,4078.06,0.939
HNSW,476.136,5288.92,0.955
HNSW,190.765,18718.451,0.959
HNSW,161.287,24843.828,0.971
HNSW,157.742,30967.583,0.978
HNSW,134.419,43203.779,0.985
HNSW,98.55,49316.948,0.986
HNSW,97.293,55428.121,0.988
HNSW,83.222,61537.971,0.989
IVFPQ,994.521,-1.0,0.642
IVFPQ,625.625,-1.0,0.704
IVFPQ,495.036,-1.0,0.742
IVFPQ,333.992,-1.0,0.786
IVFPQ,225.38,-1.0,0.82
IVFPQ,193.04,-1.0,0.834
IVFPQ,172.187,-1.0,0.844
IVFPQ,141.652,-1.0,0.856
IVFPQ,116.192,-1.0,0.869
IVFPQ,83.604,-1.0,0.883
IVFPQ,41.309,-1.0,0.947
IVFPQ,34.56,-1.0,0.953
ACORN,1109.809,1118.619,0.609
ACORN,662.395,2019.166,0.786
ACORN,342.204,2791.189,0.845
ACORN,330.709,5032.528,0.852
ACORN,239.099,6100.652,0.874
ACORN,230.394,7836.595,0.897
ACORN,155.267,11182.971,0.923
ACORN,108.408,14398.932,0.937
ACORN,96.742,17513.801,0.946
ACORN,82.833,20547.178,0.952
ACORN,79.755,23515.332,0.957
ACORN,69.405,26419.146,0.961
ACORN,56.542,32069.357,0.967
SeRF,9704.0,331.0,0.3678
SeRF,9063.0,354.0,0.4068
