Algorithm,QPS,CPQ,recall
Milvus_HNSW,326.56431089082724,-1.0,1.0
Milvus_HNSW,325.2890795217384,-1.0,1.0
Milvus_HNSW,325.23386023758343,-1.0,1.0
Milvus_IVFPQ,256.92986373945973,-1.0,0.78506
Milvus_IVFPQ,238.33702817028703,-1.0,0.84791
Milvus_IVFPQ,203.51901870145025,-1.0,0.90954
Milvus_IVFPQ,153.3770990017019,-1.0,0.94491
Milvus_IVFPQ,132.2848749589632,-1.0,0.95509
Milvus_IVFPQ,98.29828311008627,-1.0,0.96612
Milvus_IVFPQ,84.8018590066951,-1.0,0.97022
Milvus_IVFPQ,67.32246406769833,-1.0,0.97352
IVFPQ,417.834,-1.0,0.383
IVFPQ,379.299,-1.0,0.488
IVFPQ,266.119,-1.0,0.628
IVFPQ,191.937,-1.0,0.746
IVFPQ,163.331,-1.0,0.796
IVFPQ,127.037,-1.0,0.87
IVFPQ,109.33,-1.0,0.907
IVFPQ,82.121,-1.0,0.941
DiskANN_Stitched,9880.16,295.29,0.9982
DiskANN_Stitched,5969.27,397.92,0.9998
DiskANN_Stitched,4704.77,474.78,0.9999
DiskANN_Stitched,3521.93,537.58,0.9999
DiskANN_Stitched,2613.58,592.23,1.0
DiskANN_Stitched,2409.96,706.46,1.0
DiskANN_Stitched,2083.68,795.29,1.0
DiskANN_Stitched,1840.81,911.07,1.0
DiskANN_Stitched,1561.31,966.38,1.0
DiskANN_Stitched,1236.31,990.4,1.0
DiskANN_Stitched,697.76,1007.0,1.0
NHQ_kgraph,238.693,11519.8,0.32281
