Algorithm,QPS,CPQ,recall
Milvus_HNSW,348.0073744669532,-1.0,0.99999
Milvus_HNSW,345.4277740845051,-1.0,0.99999
Milvus_HNSW,343.9008408135091,-1.0,0.99999
Milvus_HNSW,171.2288045055337,-1.0,0.99999
Milvus_HNSW,170.7682416680309,-1.0,0.99999
Milvus_HNSW,170.65900034438556,-1.0,0.99999
Milvus_IVFPQ,111.25924648459991,-1.0,0.92799
Milvus_IVFPQ,96.97102171410604,-1.0,0.94778
Milvus_IVFPQ,78.06382265211793,-1.0,0.95929
Milvus_IVFPQ,61.07489268117877,-1.0,0.96277
Milvus_IVFPQ,54.13422094837138,-1.0,0.96378
Milvus_IVFPQ,42.90851145794476,-1.0,0.96501
Milvus_IVFPQ,36.41384651397665,-1.0,0.96522
Milvus_IVFPQ,28.783619528750183,-1.0,0.96529
IVFPQ,223.574,-1.0,0.573
IVFPQ,170.144,-1.0,0.694
IVFPQ,130.296,-1.0,0.797
IVFPQ,89.62,-1.0,0.869
IVFPQ,57.509,-1.0,0.899
IVFPQ,34.291,-1.0,0.953
IVFPQ,32.719,-1.0,0.962
IVFPQ,26.963,-1.0,0.964
DiskANN_Stitched,9219.86,366.82,0.9745
DiskANN_Stitched,6926.01,455.22,0.9797
DiskANN_Stitched,4933.11,503.94,0.9814
DiskANN_Stitched,4850.62,536.56,0.9825
DiskANN_Stitched,4521.03,562.48,0.9833
DiskANN_Stitched,3729.53,613.03,0.9846
DiskANN_Stitched,3104.63,643.9,0.9852
DiskANN_Stitched,2743.7,671.02,0.986
DiskANN_Stitched,2441.56,685.22,0.9862
DiskANN_Stitched,2299.01,693.69,0.9863
DiskANN_Stitched,2074.25,707.0,0.9863
DiskANN_Stitched,2068.54,707.0,0.9863
DiskANN_Stitched,1989.69,707.0,0.9863
NHQ_kgraph,233.321,8689.7,0.39828
