Algorithm,QPS,CPQ,recall
Milvus_HNSW,48.64668254703743,-1.0,0.987367
Milvus_HNSW,46.70915403051879,-1.0,0.989408
Milvus_HNSW,44.17199076714756,-1.0,0.99137
Milvus_HNSW,42.171140493924966,-1.0,0.992595
Milvus_HNSW,40.94562276827569,-1.0,0.993139
Milvus_HNSW,34.65551320349378,-1.0,0.99486
Milvus_HNSW,29.2199097906595,-1.0,0.995797
Milvus_HNSW,25.43677010065762,-1.0,0.996433
Milvus_HNSW,22.500278832493542,-1.0,0.996931
Milvus_HNSW,20.71360001104329,-1.0,0.997355
Milvus_HNSW,19.68589293717629,-1.0,0.997632
Milvus_HNSW,18.888098335711632,-1.0,0.997849
Milvus_HNSW,18.205321579050576,-1.0,0.998079
Milvus_IVFPQ,81.62790840015728,-1.0,0.6449
Milvus_IVFPQ,78.2051857075857,-1.0,0.73498
Milvus_IVFPQ,78.13961678612043,-1.0,0.80981
Milvus_IVFPQ,70.52231985326556,-1.0,0.84642
Milvus_IVFPQ,66.18091272661636,-1.0,0.88505
Milvus_IVFPQ,59.318753356865386,-1.0,0.91311
Milvus_IVFPQ,56.1355359563792,-1.0,0.9242
Milvus_IVFPQ,48.82547409192705,-1.0,0.94083
Milvus_IVFPQ,44.07285364480129,-1.0,0.95054
Milvus_IVFPQ,37.153694291683614,-1.0,0.96119
Milvus_IVFPQ,33.0656596775041,-1.0,0.96734
Milvus_IVFPQ,30.24946817839252,-1.0,0.97104
HNSW,853.348,1078.852,0.501
HNSW,764.259,1200.895,0.539
HNSW,763.237,1679.386,0.65
HNSW,511.111,5288.92,0.889
HNSW,155.143,30967.583,0.913
HNSW,127.296,37086.248,0.93
HNSW,123.346,43203.779,0.942
HNSW,105.542,55428.121,0.958
HNSW,86.984,61537.971,0.963
IVFPQ,1190.713,-1.0,0.583
IVFPQ,908.371,-1.0,0.609
IVFPQ,650.741,-1.0,0.66
IVFPQ,497.354,-1.0,0.721
IVFPQ,409.423,-1.0,0.771
IVFPQ,352.767,-1.0,0.792
IVFPQ,307.035,-1.0,0.808
IVFPQ,260.378,-1.0,0.826
IVFPQ,211.768,-1.0,0.846
IVFPQ,154.889,-1.0,0.869
IVFPQ,82.649,-1.0,0.94
IVFPQ,72.0,-1.0,0.947
ACORN,3045.809,601.44,0.441
ACORN,1945.581,792.297,0.581
ACORN,1827.906,902.32,0.632
ACORN,1721.515,974.029,0.661
ACORN,981.176,1655.111,0.805
ACORN,697.457,2298.95,0.859
ACORN,310.937,2920.417,0.887
ACORN,166.359,6404.869,0.887
ACORN,144.446,9041.755,0.918
ACORN,113.028,11535.602,0.935
ACORN,83.862,13918.318,0.945
ACORN,70.416,16204.8,0.953
ACORN,59.747,18415.678,0.958
ACORN,57.565,20558.191,0.962
ACORN,54.467,22638.846,0.966
ACORN,47.365,24667.154,0.969
SeRF,12083.0,256.0,0.3108
SeRF,11018.0,277.0,0.3502
SeRF,8921.0,331.0,0.4229
SeRF,6823.0,423.0,0.5171
