Algorithm,QPS,CPQ,recall
Milvus_HNSW,108.14000994888174,-1.0,0.99468
Milvus_HNSW,106.94144331917938,-1.0,0.99715
Milvus_HNSW,106.61287463451484,-1.0,0.99801
Milvus_HNSW,105.87449808548658,-1.0,0.99849
Milvus_HNSW,103.30978312761935,-1.0,0.99922
Milvus_HNSW,98.2174520090078,-1.0,0.99946
Milvus_HNSW,88.17829927333881,-1.0,0.99966
Milvus_HNSW,80.8935655618628,-1.0,0.99973
Milvus_HNSW,75.05327165842625,-1.0,0.99975
Milvus_HNSW,57.9155187549224,-1.0,0.99983
Milvus_IVFPQ,85.69152222256109,-1.0,0.94151
Milvus_IVFPQ,74.91997665295482,-1.0,0.94669
Milvus_IVFPQ,62.06172352792616,-1.0,0.95024
Milvus_IVFPQ,49.67639659741536,-1.0,0.9513
Milvus_IVFPQ,43.63093015128109,-1.0,0.9516
Milvus_IVFPQ,33.95143998561703,-1.0,0.95188
Milvus_IVFPQ,28.74461322997472,-1.0,0.95196
Milvus_IVFPQ,22.86998072464268,-1.0,0.95204
HNSW,2773.843,684.96,0.82
HNSW,2599.83,760.26,0.852
HNSW,2303.728,874.249,0.886
HNSW,2056.551,988.681,0.911
HNSW,1974.309,1066.185,0.923
HNSW,1275.476,1855.375,0.975
HNSW,1038.984,2655.95,0.988
HNSW,805.313,3461.033,0.993
HNSW,754.581,4266.654,0.996
HNSW,572.644,6287.944,0.998
IVFPQ,378.961,-1.0,0.912
IVFPQ,214.815,-1.0,0.929
IVFPQ,170.193,-1.0,0.94
IVFPQ,114.108,-1.0,0.946
IVFPQ,94.104,-1.0,0.948
IVFPQ,69.85,-1.0,0.95
IVFPQ,57.124,-1.0,0.95
IVFPQ,40.287,-1.0,0.951
ACORN,1362.731,704.473,0.697
ACORN,1113.289,806.874,0.757
ACORN,1040.317,902.785,0.798
ACORN,938.017,963.845,0.818
ACORN,594.917,1496.973,0.913
ACORN,446.072,1951.629,0.945
ACORN,371.165,2363.089,0.961
ACORN,293.583,3024.545,0.965
ACORN,210.226,3618.459,0.983
SeRF,7764.0,241.0,0.3479
SeRF,6648.0,299.0,0.5649
SeRF,6220.0,315.0,0.6191
SeRF,5547.0,331.0,0.6571
SeRF,5034.0,360.0,0.6987
SeRF,4703.0,400.0,0.7479
SeRF,4195.0,438.0,0.7832
SeRF,3833.0,463.0,0.8029
SeRF,3314.0,522.0,0.8411
SeRF,3079.0,579.0,0.8675
SeRF,2648.0,633.0,0.8861
SeRF,2542.0,687.0,0.9007
SeRF,2004.0,893.0,0.9377
SeRF,1394.0,1087.0,0.9567
SeRF,1197.0,1271.0,0.9673
SeRF,954.0,1951.0,0.9806
SeRF,825.0,1702.0,0.9807
SeRF,215.0,6491.0,0.9933
WST_vamana,584.5724178723086,2936.85,0.929509999999967
WST_vamana,517.2997013408919,3219.62,0.94522999999997
WST_vamana,462.6626276668502,4051.43,0.9701299999999776
WST_vamana,415.0114904533299,4323.18,0.97471999999998
WST_vamana,305.203256129904,6972.41,0.99184999999999
WST_vamana,236.66132471883847,9552.39,0.9956399999999942
WST_vamana,197.63356472611343,11133.1,0.9968799999999964
WST_vamana,171.91240061004888,12412.4,0.9976599999999972
WST_vamana,129.11315135122433,15880.4,0.998649999999998
WST_vamana,107.25489847853946,18673.2,0.9989699999999988
WST_opt,1028.1284780163628,3327.11,0.9802599999999826
WST_opt,716.1981085783165,3440.53,0.9900599999999886
WST_opt,467.4201980206847,4556.02,0.9947799999999938
WST_opt,434.6543602144289,5462.01,0.9966999999999958
WST_opt,341.54944785701315,6249.51,0.9974899999999968
WST_opt,253.508376581363,8293.4,0.9985099999999982
WST_opt,195.27417941240765,10067.8,0.9988999999999986
UNIFY,839.123815,3131.9253,0.50049
UNIFY,586.661523,4298.5721,0.83586
UNIFY,397.062368,4298.5721,0.83586
UNIFY,344.963187,4569.4533,0.88551
UNIFY,268.334894,6973.9956,0.9953
UNIFY,202.397711,9013.2671,0.99893
UNIFY,186.602774,9013.2671,0.99893
UNIFY,164.758471,10827.5416,0.99947
UNIFY,148.620896,12485.9931,0.99979
