Algorithm,QPS,CPQ,recall
Milvus_HNSW,303.5464911624473,-1.0,0.67535
Milvus_HNSW,295.8173033287057,-1.0,0.70947
Milvus_HNSW,288.21386651022243,-1.0,0.73391
Milvus_HNSW,248.7666496024165,-1.0,0.74805
Milvus_HNSW,221.1558042763455,-1.0,0.82393
Milvus_HNSW,203.3502428412073,-1.0,0.85676
Milvus_HNSW,185.9591665839761,-1.0,0.87507
Milvus_HNSW,171.31043939204952,-1.0,0.88828
Milvus_HNSW,145.97175841913145,-1.0,0.9076
Milvus_HNSW,127.78758784314326,-1.0,0.91953
Milvus_HNSW,108.6738014370667,-1.0,0.93266
Milvus_HNSW,93.0290576515667,-1.0,0.9412
Milvus_HNSW,83.51130996875088,-1.0,0.94672
Milvus_HNSW,59.37963647252949,-1.0,0.95937
Milvus_IVFPQ,177.63517473123648,-1.0,0.61765
Milvus_IVFPQ,150.06442517267277,-1.0,0.7491
Milvus_IVFPQ,105.54229933439392,-1.0,0.87525
Milvus_IVFPQ,72.57714384728261,-1.0,0.92081
Milvus_IVFPQ,58.46322035870964,-1.0,0.93268
Milvus_IVFPQ,44.12815108804648,-1.0,0.94119
Milvus_IVFPQ,33.992646433884815,-1.0,0.94492
Milvus_IVFPQ,29.940258230943936,-1.0,0.94626
Milvus_IVFPQ,28.194606664931523,-1.0,0.95147
Milvus_IVFPQ,24.43159465480766,-1.0,0.9517
Milvus_IVFPQ,19.907191218618884,-1.0,0.95182
HNSW,2081.682,815.05,0.413
HNSW,1914.666,887.945,0.448
HNSW,1819.122,992.167,0.493
HNSW,1683.76,1092.792,0.529
HNSW,1064.766,1802.832,0.683
HNSW,627.769,2444.823,0.75
HNSW,619.598,3730.971,0.819
HNSW,551.679,5355.878,0.859
HNSW,400.86,6993.424,0.88
HNSW,291.647,10286.686,0.902
HNSW,245.186,13599.381,0.914
HNSW,185.42,16917.486,0.921
HNSW,156.944,20229.616,0.926
HNSW,136.878,23536.205,0.93
HNSW,125.759,26837.448,0.933
HNSW,109.015,30132.283,0.935
IVFPQ,117.491,-1.0,0.898
IVFPQ,86.426,-1.0,0.919
IVFPQ,59.592,-1.0,0.934
IVFPQ,44.374,-1.0,0.942
IVFPQ,37.099,-1.0,0.944
IVFPQ,28.47,-1.0,0.947
IVFPQ,24.078,-1.0,0.949
IVFPQ,17.974,-1.0,0.95
ACORN,1194.021,502.204,0.666
ACORN,916.731,573.195,0.732
ACORN,915.707,639.803,0.771
ACORN,665.487,682.063,0.792
ACORN,362.351,1405.439,0.911
ACORN,295.716,1725.653,0.924
ACORN,246.723,2031.234,0.933
ACORN,179.096,2749.969,0.945
ACORN,140.084,3422.675,0.952
ACORN,87.075,4669.24,0.959
ACORN,80.538,5818.47,0.962
ACORN,57.151,6891.322,0.965
ACORN,33.201,11494.343,0.973
DiskANN,2076.77,477.6,0.3018
DiskANN,1600.35,607.48,0.3215
DiskANN,1333.95,735.09,0.336
DiskANN,663.55,1337.54,0.3693
DiskANN_Stitched,2920.45,584.23,0.7045999999999999
DiskANN_Stitched,1684.71,935.43,0.7715000000000001
DiskANN_Stitched,1217.14,1275.91,0.8001999999999999
DiskANN_Stitched,1009.46,1608.77,0.816
DiskANN_Stitched,789.99,1935.88,0.8265
DiskANN_Stitched,578.49,2731.81,0.8425
DiskANN_Stitched,425.74,3499.09,0.8529000000000001
DiskANN_Stitched,297.11,4948.85,0.8637999999999999
DiskANN_Stitched,203.66,6290.35,0.8704000000000001
DiskANN_Stitched,190.63,7537.48,0.8752
DiskANN_Stitched,126.31,12728.93,0.8864
DiskANN_Stitched,103.06,14456.48,0.889
DiskANN_Stitched,83.71,16041.32,0.8912
NHQ_kgraph,135.416,14151.5,0.91863
NHQ_nsw,6044.2,254.864,0.33928
NHQ_nsw,5705.55,278.545,0.38496
NHQ_nsw,3509.88,486.576,0.62462
NHQ_nsw,2443.69,672.942,0.71151
NHQ_nsw,1835.86,850.942,0.75344
NHQ_nsw,1759.55,1024.58,0.77687
NHQ_nsw,1252.68,1443.56,0.81202
NHQ_nsw,976.953,1848.09,0.82987
NHQ_nsw,662.787,2625.53,0.85
NHQ_nsw,514.321,3369.09,0.86205
NHQ_nsw,416.757,4084.24,0.86924
NHQ_nsw,363.966,4774.8,0.87482
NHQ_nsw,309.287,5439.97,0.87933
NHQ_nsw,270.788,6081.87,0.88236
NHQ_nsw,229.353,7302.12,0.88717
NHQ_nsw,189.292,8444.75,0.89077
NHQ_nsw,165.007,9520.14,0.89401
NHQ_nsw,145.746,10536.3,0.89659
