Algorithm,QPS,CPQ,recall
Milvus_HNSW,291.99119993677186,-1.0,1.0
Milvus_HNSW,291.9362452719274,-1.0,1.0
Milvus_HNSW,291.53709011632725,-1.0,1.0
Milvus_HNSW,285.66966267289604,-1.0,1.0
Milvus_IVFPQ,17.536759741315283,-1.0,0.71031
Milvus_IVFPQ,15.550990059606262,-1.0,0.80109
Milvus_IVFPQ,12.839439212780242,-1.0,0.89064
Milvus_IVFPQ,10.745643946883211,-1.0,0.94268
Milvus_IVFPQ,9.932405852333712,-1.0,0.95874
Milvus_IVFPQ,8.509217512880083,-1.0,0.97612
Milvus_IVFPQ,7.719172683590829,-1.0,0.98355
Milvus_IVFPQ,6.733892251572719,-1.0,0.98891
Milvus_IVFPQ,6.157203327028954,-1.0,0.99054
Milvus_IVFPQ,5.793783501115107,-1.0,0.99118
IVFPQ,372.712,-1.0,0.383
IVFPQ,305.74,-1.0,0.488
IVFPQ,187.02,-1.0,0.628
IVFPQ,147.657,-1.0,0.749
IVFPQ,112.949,-1.0,0.798
IVFPQ,86.996,-1.0,0.875
IVFPQ,64.293,-1.0,0.915
IVFPQ,44.262,-1.0,0.954
IVFPQ,33.548,-1.0,0.97
IVFPQ,27.938,-1.0,0.979
WST_vamana,3525.987011454172,5.3728,0.9971299999999946
WST_vamana,3214.386902437707,19.4903,0.9975299999999953
WST_vamana,2508.965732010078,17.841,0.9975299999999953
WST_opt,2703.6695754469933,1305.82,0.9955899999999954
WST_opt,2331.4568892948414,1324.25,0.9965199999999969
WST_opt,1758.3927191551472,1666.73,0.9967499999999972
WST_opt,1314.6494461116324,1881.05,0.9967999999999972
WST_opt,1221.303486536702,2043.69,0.9968399999999972
WST_opt,779.3151093342215,2465.58,0.9968599999999972
WST_opt,595.3180366800892,2759.99,0.9968799999999972
UNIFY,1970.319666,1001.0119,0.99881
UNIFY,1542.669068,1001.0119,0.99881
UNIFY,1523.188796,1001.0119,0.99881
UNIFY,1494.104415,1001.0119,0.99881
UNIFY,1402.934396,1001.0119,0.99881
UNIFY,1340.890711,1001.0119,0.99881
UNIFY,1208.625688,1001.0119,0.99881
UNIFY,1168.516572,1001.0119,0.99881
UNIFY,1167.787158,1001.0119,0.99881
UNIFY_hybrid,792.02457,2437.0124,0.57305
UNIFY_hybrid,784.487295,2437.0124,0.57305
UNIFY_hybrid,636.069879,3484.8911,0.88293
UNIFY_hybrid,632.009186,3484.8911,0.88293
UNIFY_hybrid,437.828122,5557.8783,0.98154
UNIFY_hybrid,244.861807,8636.9475,0.99633
UNIFY_hybrid,242.785155,8636.9475,0.99633
UNIFY_hybrid,195.797203,10976.2166,0.99764
UNIFY_hybrid,179.395365,10976.2166,0.99764
UNIFY_hybrid,164.612936,11398.5588,0.99813
UNIFY_hybrid,160.192597,12355.2334,0.99827
UNIFY_hybrid,145.962488,12915.1303,0.99843
UNIFY_hybrid,137.2799,14290.767,0.99862
UNIFY_hybrid,122.381979,16077.3591,0.99873
UNIFY_hybrid,86.541322,22177.5666,0.99882
UNIFY_hybrid,53.406156,41080.3587,0.99886
DSG,17355.4766,58.3875,0.3871
DSG,15606.9788,65.5402,0.4265
DSG,14588.5305,69.9697,0.4497
DSG,12590.4466,80.5398,0.5003
DSG,11533.1208,90.2309,0.5393
DSG,9766.8745,99.1393,0.5703
DSG,9110.6959,107.6305,0.5975
DSG,7264.3323,138.0222,0.6678
DSG,5729.4704,165.1665,0.7087
DSG,4713.7193,190.4915,0.7345
DSG,3691.414,250.1778,0.7715
DSG,3007.1254,308.8093,0.7877
DSG,1753.9069,535.6944,0.8071
DSG,1526.3095,625.0516,0.8113
DSG,1286.9662,697.9304,0.8134
DSG,1104.3967,804.6749,0.816
DSG,330.1851,835.2621,0.8345
iRangeGraph,9655.96,209.0,0.9297
iRangeGraph,9168.67,223.0,0.9428
iRangeGraph,7951.39,254.0,0.96142
iRangeGraph,7322.91,284.0,0.97255
iRangeGraph,6997.39,303.0,0.97766
iRangeGraph,3835.02,459.0,0.9947
iRangeGraph,3234.13,566.0,0.99789
iRangeGraph,2727.34,645.0,0.99898
iRangeGraph,2597.48,706.0,0.99928
iRangeGraph,2126.65,809.0,0.99963
