Algorithm,QPS,CPQ,recall
Milvus_HNSW,103.70275317776824,-1.0,0.88955
Milvus_HNSW,103.59184721702212,-1.0,0.96168
Milvus_HNSW,102.96472936408408,-1.0,0.98234
Milvus_HNSW,102.68676859541016,-1.0,0.99064
Milvus_HNSW,101.82753756643652,-1.0,0.99483
Milvus_HNSW,99.53571189878306,-1.0,0.99797
Milvus_HNSW,96.26298798317606,-1.0,0.99923
Milvus_HNSW,89.82378078548514,-1.0,0.99982
Milvus_HNSW,83.78141255155064,-1.0,0.99995
Milvus_HNSW,79.21310831234253,-1.0,0.99997
Milvus_HNSW,64.52121546470546,-1.0,0.99998
Milvus_IVFPQ,185.10806895158,-1.0,0.65862
Milvus_IVFPQ,180.7593630550004,-1.0,0.78445
Milvus_IVFPQ,165.3685088792195,-1.0,0.87532
Milvus_IVFPQ,148.9155239000809,-1.0,0.91157
HNSW,697.117,2421.492,0.822
HNSW,540.22,4510.578,0.93
HNSW,507.546,5563.203,0.951
HNSW,400.193,8203.98,0.977
HNSW,349.759,10845.742,0.987
HNSW,264.482,16128.53,0.995
HNSW,165.722,26701.342,0.999
HNSW,108.863,53115.89,1.0
IVFPQ,1005.213,-1.0,0.504
IVFPQ,848.484,-1.0,0.64
IVFPQ,549.305,-1.0,0.76
IVFPQ,520.099,-1.0,0.817
IVFPQ,385.326,-1.0,0.874
IVFPQ,281.542,-1.0,0.912
IVFPQ,235.858,-1.0,0.925
IVFPQ,162.152,-1.0,0.943
ACORN,411.161,1807.097,0.891
ACORN,213.468,5191.53,0.982
ACORN,105.11,8980.703,0.994
ACORN,58.788,11238.316,0.996
ACORN,50.359,13353.672,0.998
ACORN,47.06,22622.951,0.999
DiskANN,2839.74,273.47,0.3497
DiskANN,1879.6,341.71,0.4047
DiskANN,1357.37,577.77,0.5433
DiskANN,1074.51,737.5,0.6086
DiskANN,579.06,1324.83,0.7422
DiskANN,485.69,1597.77,0.7745000000000001
DiskANN,240.64,2874.61,0.848
DiskANN_Stitched,4199.03,624.24,0.6643000000000001
DiskANN_Stitched,3711.74,679.71,0.6923999999999999
DiskANN_Stitched,3232.3,800.49,0.7065
DiskANN_Stitched,2745.05,935.35,0.745
DiskANN_Stitched,1826.08,1430.13,0.8048000000000001
DiskANN_Stitched,1379.2,1887.62,0.8218000000000001
DiskANN_Stitched,1120.48,2320.93,0.8286
DiskANN_Stitched,950.47,2735.79,0.8319
DiskANN_Stitched,703.35,3710.88,0.8353
DiskANN_Stitched,553.52,4622.8,0.8366
DiskANN_Stitched,391.72,6314.76,0.8375
DiskANN_Stitched,304.88,7882.79,0.8378
DiskANN_Stitched,247.5,9363.19,0.8382
DiskANN_Stitched,214.37,10774.22,0.8386
DiskANN_Stitched,186.67,12128.23,0.8388
DiskANN_Stitched,157.59,13435.67,0.8390000000000001
DiskANN_Stitched,152.75,14705.16,0.8392000000000001
DiskANN_Stitched,145.01,15937.07,0.8395
DiskANN_Stitched,117.51,18313.11,0.8398
DiskANN_Stitched,104.89,20585.8,0.84
NHQ_kgraph,328.783,16091.3,0.9923
NHQ_nsw,968.008,3760.03,0.39939
NHQ_nsw,763.18,4808.05,0.48091
NHQ_nsw,695.246,5806.48,0.54356
NHQ_nsw,394.95,10301.7,0.74035
NHQ_nsw,310.274,13485.6,0.82303
NHQ_nsw,285.441,14976.1,0.84988
