Algorithm,QPS,CPQ,recall
WST_opt_random,2692.217039869653,1806.02,0.8921599999999682
WST_opt_random,2100.813402638789,5124.89,0.9628599999999684
WST_opt_random,1920.575797626828,2356.87,0.9707199999999728
WST_opt_random,1364.975516021142,3405.39,0.9896999999999864
WST_opt_random,996.025330075707,4682.42,0.9963099999999953
WST_opt_random,792.5662148258097,5821.65,0.9980999999999972
WST_opt_random,454.61470007473287,12689.8,0.999269999999999
WST_opt_random,328.0318602996517,15791.1,0.9996299999999996
WST_opt_random,243.84641714649305,16180.6,0.9997099999999997
WST_opt_random,171.26934856279252,26968.3,0.9997799999999996
WST_opt_random,118.7979619973151,32297.8,0.9997999999999996
WST_opt_random,42.075787173044745,54472.0,0.9997999999999996
WST_opt_in_dist,2397.381613427199,3890.83,0.9641399999999678
WST_opt_in_dist,1448.1258763133262,4585.32,0.9833999999999794
WST_opt_in_dist,1247.8148460283094,6308.71,0.99337999999999
WST_opt_in_dist,1002.1451376104308,7809.48,0.9966199999999946
WST_opt_in_dist,808.7846856516106,9162.07,0.9979699999999966
WST_opt_in_dist,530.1634234810007,12601.1,0.9992999999999987
WST_opt_in_dist,363.6489935603419,15677.0,0.9995599999999994
WST_opt_in_dist,222.0219334995847,21512.0,0.9996899999999996
WST_opt_in_dist,159.5764179417261,26759.2,0.9997699999999996
WST_opt_in_dist,117.56917773294876,32040.8,0.9997899999999996
WST_opt_in_dist,46.18939887516483,53986.1,0.9998099999999996
WST_opt_out_dist,1853.012915809773,4601.23,0.9835399999999804
WST_opt_out_dist,944.5773703232508,7806.28,0.996569999999995
WST_opt_out_dist,541.5082744962382,9160.23,0.9980899999999968
WST_opt_out_dist,532.9934079822444,12599.6,0.9992299999999986
WST_opt_out_dist,363.0061568530773,15678.2,0.999529999999999
WST_opt_out_dist,231.4269267596135,21515.0,0.9997199999999996
WST_opt_out_dist,142.31255203010377,26766.7,0.9998099999999996
WST_opt_out_dist,110.73099627256424,32052.3,0.9998399999999996
WST_opt_out_dist,45.82135514657759,54018.5,0.9998699999999996
