Algorithm,QPS,CPQ,recall
Milvus_HNSW,112.23100323506635,-1.0,0.98192
Milvus_HNSW,112.22833506877744,-1.0,0.98195
Milvus_IVFPQ,136.47760009306876,-1.0,0.62793
Milvus_IVFPQ,112.2600363382471,-1.0,0.7911
Milvus_IVFPQ,111.76217913482816,-1.0,0.82164
Milvus_IVFPQ,108.06864110150458,-1.0,0.86927
Milvus_IVFPQ,100.7910042498448,-1.0,0.89686
Milvus_IVFPQ,84.07054489936074,-1.0,0.9285
Milvus_IVFPQ,71.86744916912934,-1.0,0.94606
IVFPQ,886.001,-1.0,0.341
IVFPQ,728.916,-1.0,0.406
IVFPQ,517.392,-1.0,0.491
IVFPQ,371.878,-1.0,0.573
IVFPQ,331.317,-1.0,0.613
IVFPQ,221.541,-1.0,0.681
IVFPQ,185.359,-1.0,0.729
IVFPQ,131.758,-1.0,0.79
IVFPQ,102.82,-1.0,0.83
IVFPQ,86.444,-1.0,0.857
IVFPQ,73.466,-1.0,0.877
IVFPQ,63.928,-1.0,0.904
IVFPQ,50.204,-1.0,0.914
IVFPQ,44.689,-1.0,0.922
DiskANN_Stitched,4682.81,641.07,0.9226
DiskANN_Stitched,2638.86,996.46,0.9679
DiskANN_Stitched,1997.17,1304.04,0.9816
DiskANN_Stitched,1693.63,1831.19,0.9914
DiskANN_Stitched,986.37,2393.68,0.9956
DiskANN_Stitched,779.39,2890.0,0.9973
DiskANN_Stitched,522.77,3747.64,0.9984
DiskANN_Stitched,495.4,4468.96,0.9988
DiskANN_Stitched,444.19,5087.69,0.999
DiskANN_Stitched,295.28,7172.13,0.9992
NHQ_kgraph,335.881,11383.9,0.33334
