Algorithm,QPS,CPQ,recall
Milvus_HNSW,158.5815773700452,-1.0,0.99992
Milvus_HNSW,157.42434071718833,-1.0,0.99992
Milvus_HNSW,157.2163074675602,-1.0,0.99992
Milvus_HNSW,156.3989380767217,-1.0,0.99992
Milvus_IVFPQ,16.779318643266098,-1.0,0.9184
Milvus_IVFPQ,14.632194779898828,-1.0,0.93537
Milvus_IVFPQ,12.122200173308366,-1.0,0.94529
Milvus_IVFPQ,10.26005295537953,-1.0,0.94891
Milvus_IVFPQ,9.547155962209498,-1.0,0.94975
Milvus_IVFPQ,8.376826922760925,-1.0,0.95088
Milvus_IVFPQ,7.716477164692464,-1.0,0.95117
Milvus_IVFPQ,7.108045106257169,-1.0,0.95133
HNSW,781.217,1807.782,0.316
HNSW,780.206,3085.427,0.444
HNSW,557.278,3730.825,0.491
HNSW,483.711,5347.204,0.581
HNSW,325.171,6977.962,0.643
HNSW,246.734,10258.998,0.728
HNSW,204.566,13558.733,0.783
HNSW,169.519,16864.853,0.819
HNSW,91.517,33300.237,0.895
IVFPQ,199.911,-1.0,0.826
IVFPQ,176.772,-1.0,0.88
IVFPQ,130.054,-1.0,0.917
IVFPQ,97.634,-1.0,0.936
IVFPQ,82.123,-1.0,0.941
IVFPQ,52.801,-1.0,0.946
IVFPQ,47.303,-1.0,0.949
IVFPQ,32.637,-1.0,0.951
ACORN,2500.816,110.631,0.462
ACORN,2167.32,124.545,0.504
ACORN,1742.324,153.382,0.583
ACORN,1639.195,165.757,0.607
ACORN,1401.657,195.559,0.653
ACORN,1158.119,223.971,0.688
ACORN,1021.392,251.352,0.715
ACORN,917.105,278.186,0.735
ACORN,655.254,378.522,0.788
ACORN,515.204,471.867,0.818
ACORN,420.424,559.446,0.837
ACORN,298.819,759.941,0.867
ACORN,228.014,941.372,0.883
ACORN,161.311,1263.564,0.903
ACORN,124.335,1549.503,0.914
ACORN,101.379,1808.267,0.921
ACORN,87.744,2045.577,0.926
ACORN,72.168,2265.036,0.93
ACORN,69.167,2469.825,0.934
ACORN,55.957,2841.343,0.939
ACORN,47.749,3171.675,0.942
ACORN,42.409,3468.431,0.945
ACORN,37.027,3735.121,0.947
SeRF,3818.0,360.0,0.3106
SeRF,2922.0,410.0,0.3208
SeRF,2687.0,511.0,0.3365
WST_vamana,997.9968936802276,1205.57,0.8545899999999726
WST_vamana,913.1557549015918,1355.1,0.8690699999999697
WST_vamana,833.7090781674614,1568.45,0.8840599999999674
WST_vamana,768.8394258677862,1769.04,0.8948099999999688
WST_vamana,740.9874176594572,1895.15,0.9004499999999687
WST_vamana,532.1921781007727,2919.21,0.9251199999999686
WST_vamana,463.29970721558647,3657.32,0.9337099999999692
WST_vamana,397.79275733158863,4047.13,0.9412599999999696
WST_vamana,347.5845688244593,4465.81,0.9450499999999696
WST_vamana,309.83401576088374,4715.93,0.9476699999999704
WST_opt,764.7786221175962,2539.17,0.8777599999999651
WST_opt,687.3976496637617,2960.74,0.879379999999963
WST_opt,583.4525946505671,3280.06,0.899969999999961
WST_opt,410.8844150513471,4322.94,0.9115299999999618
WST_opt,359.1616432137725,5219.23,0.918399999999962
WST_opt,298.47721543190704,5974.84,0.9225399999999616
WST_opt,233.4960461251423,7686.73,0.9290099999999626
WST_opt,187.9209385469636,9006.07,0.9331199999999628
UNIFY,146.228416,10070.5631,0.99958
UNIFY,145.966431,10070.5631,0.99958
UNIFY,144.993915,10070.5631,0.99958
UNIFY,144.306163,10070.5631,0.99958
UNIFY,143.937293,10070.5631,0.99958
UNIFY,141.714958,10070.5631,0.99958
UNIFY,138.610797,10070.5631,0.99958
UNIFY,102.635584,10070.5631,0.99958
UNIFY_hybrid,782.157524,2019.8533,0.85095
UNIFY_hybrid,689.843657,2336.9711,0.86544
UNIFY_hybrid,583.452814,2799.2016,0.88102
UNIFY_hybrid,478.546989,3244.6357,0.891
UNIFY_hybrid,444.878764,3532.5196,0.89634
UNIFY_hybrid,438.663239,3777.063,0.90112
UNIFY_hybrid,357.697829,4550.2374,0.91428
UNIFY_hybrid,309.450085,5301.0335,0.92282
UNIFY_hybrid,201.455828,8251.1902,0.92857
UNIFY_hybrid,159.177709,10148.808,0.9345
UNIFY_hybrid,139.667014,11862.9554,0.9381
UNIFY_hybrid,132.052598,13591.7296,0.95213
UNIFY_hybrid,105.189445,16611.6708,0.95602
UNIFY_hybrid,91.716262,19256.4516,0.9586
UNIFY_hybrid,70.866134,24749.0814,0.96249
DSG,604.0177,2072.3326,0.8284
DSG,506.9782,2242.324,0.85
DSG,483.1818,2593.5121,0.8849
DSG,416.7914,2822.7821,0.9015
DSG,373.0864,3035.7215,0.9148
DSG,354.2009,3226.5538,0.925
DSG,273.4076,3866.3673,0.9498
DSG,268.1277,4339.1404,0.9638
DSG,250.2612,4697.8152,0.9723
DSG,221.4529,5324.0971,0.9831
DSG,182.7519,6302.9096,0.9932
DSG,157.2161,7364.8917,0.9976
DSG,137.2903,7663.58,0.9981
iRangeGraph,4519.25,432.0,0.74723
iRangeGraph,4452.88,432.0,0.74932
iRangeGraph,4359.46,434.0,0.75124
iRangeGraph,4279.64,441.0,0.75637
iRangeGraph,4057.01,475.0,0.77552
iRangeGraph,3530.03,537.0,0.79903
iRangeGraph,3186.74,582.0,0.81354
iRangeGraph,1811.76,1033.0,0.88821
iRangeGraph,1251.86,1476.0,0.91715
iRangeGraph,1001.94,1899.0,0.93248
iRangeGraph,817.034,2295.0,0.94204
iRangeGraph,598.979,3175.0,0.9549
iRangeGraph,492.676,3903.0,0.96181
iRangeGraph,383.091,5003.0,0.96891
iRangeGraph,322.782,5758.0,0.97281
iRangeGraph,300.214,6294.0,0.97537
iRangeGraph,234.155,7618.0,0.98206
