Start time: 00:37
Use SSE
dataset: sift10M
data_size: 10000000
dataset_path: /mnt/data/mocheng/dataset/sift10m/sift10m.fvecs
query_path: /mnt/data/mocheng/dataset/sift10m/sift10m_query.fvecs
groundtruth_path: /mnt/data/mocheng/dataset/sift10m/label/sel_1_100000_random/sif_gt_sel_10000_1_100000_random_10.json
method: compact
index_k: 8
ef_max: 1000
ef_construction: 1000
nthreads: 1
ef_search: 1200
qrange_path: /mnt/data/mocheng/dataset/sift10m/label/sel_1_100000_random/qrangesel_10000_1_100000_random.json
query_num: 10000
label_path: /mnt/data/mocheng/dataset/sift10m/label/sel_1_100000_random/attr_sel_1_100000_random.json
query_k: 10
Load vecs from: /mnt/data/mocheng/dataset/sift10m/sift10m.fvecs
# of vecs: 10000000
get data size:10000000 query size:10000
get data label size:10000000
get query range size:10000
get groundtruth size:10000
get query id size:10000
query range size:10000
# Sort Dataset Time: 19.3420550s
search ef:
vertex in set: {1200}
using simd16
Total edge:1847187476
Average degree:184.719
Max. nns length of one point194
Sum of forward nn #: 1847187476
Avg. forward nn #: 184.719
Avg. delta nn #: 184.719
# Load Index Time: 43.3692270s
load index done

Search ef: 1200
========================
range: 997272	 recall: 0.5000	 QPS: 100	Comps: 8098	 Hops: 602.0000
range: 997277	 recall: 0.5000	 QPS: 81	Comps: 7325	 Hops: 602.5000
range: 997283	 recall: 0.5000	 QPS: 81	Comps: 10396	 Hops: 601.5000
range: 997287	 recall: 0.5000	 QPS: 99	Comps: 8182	 Hops: 601.0000
range: 997303	 recall: 0.5000	 QPS: 101	Comps: 7884	 Hops: 608.5000
range: 997304	 recall: 0.5000	 QPS: 138	Comps: 4753	 Hops: 601.5000
range: 997314	 recall: 0.5000	 QPS: 106	Comps: 7294	 Hops: 600.5000
range: 997325	 recall: 0.5000	 QPS: 98	Comps: 8224	 Hops: 602.5000
range: 997330	 recall: 0.5000	 QPS: 141	Comps: 4502	 Hops: 601.5000
range: 997331	 recall: 0.5000	 QPS: 130	Comps: 5324	 Hops: 603.5000
range: 997334	 recall: 0.5000	 QPS: 117	Comps: 6391	 Hops: 601.5000
range: 997335	 recall: 0.5000	 QPS: 199	Comps: 2292	 Hops: 603.0000
range: 997339	 recall: 0.5000	 QPS: 129	Comps: 5159	 Hops: 601.5000
range: 997340	 recall: 0.5000	 QPS: 131	Comps: 5473	 Hops: 604.5000
range: 997342	 recall: 0.5000	 QPS: 148	Comps: 4113	 Hops: 601.0000
range: 997355	 recall: 0.5000	 QPS: 119	Comps: 6040	 Hops: 602.5000
range: 997359	 recall: 0.5000	 QPS: 122	Comps: 5972	 Hops: 602.5000
range: 997360	 recall: 0.5000	 QPS: 113	Comps: 3982	 Hops: 603.0000
range: 997362	 recall: 0.5000	 QPS: 128	Comps: 5296	 Hops: 602.5000
range: 997363	 recall: 0.5000	 QPS: 129	Comps: 5715	 Hops: 601.0000
range: 997364	 recall: 0.5000	 QPS: 97	Comps: 8030	 Hops: 606.0000
range: 997365	 recall: 0.5000	 QPS: 134	Comps: 4994	 Hops: 602.0000
range: 997368	 recall: 1.5000	 QPS: 35	Comps: 21441	 Hops: 1811.0000
range: 997369	 recall: 0.5000	 QPS: 115	Comps: 6536	 Hops: 601.5000
range: 997370	 recall: 0.5000	 QPS: 90	Comps: 8912	 Hops: 607.0000
range: 997371	 recall: 1.0000	 QPS: 42	Comps: 17396	 Hops: 1205.0000
range: 997372	 recall: 0.5000	 QPS: 113	Comps: 6620	 Hops: 602.0000
range: 997375	 recall: 0.5000	 QPS: 102	Comps: 7987	 Hops: 602.0000
range: 997378	 recall: 0.5000	 QPS: 118	Comps: 6075	 Hops: 604.0000
range: 997380	 recall: 1.0000	 QPS: 64	Comps: 10934	 Hops: 1203.5000
range: 997381	 recall: 0.5000	 QPS: 148	Comps: 4108	 Hops: 601.5000
range: 997383	 recall: 0.5000	 QPS: 104	Comps: 7380	 Hops: 601.5000
range: 997385	 recall: 0.5000	 QPS: 115	Comps: 6643	 Hops: 601.5000
range: 997387	 recall: 1.0000	 QPS: 67	Comps: 10020	 Hops: 1205.5000
range: 997389	 recall: 1.5000	 QPS: 39	Comps: 18061	 Hops: 1809.5000
range: 997391	 recall: 0.5000	 QPS: 97	Comps: 8274	 Hops: 606.0000
range: 997393	 recall: 0.5000	 QPS: 106	Comps: 7358	 Hops: 601.0000
range: 997397	 recall: 0.5000	 QPS: 171	Comps: 3154	 Hops: 602.5000
range: 997398	 recall: 0.5000	 QPS: 131	Comps: 5072	 Hops: 604.5000
range: 997401	 recall: 1.0000	 QPS: 57	Comps: 13374	 Hops: 1205.0000
range: 997404	 recall: 1.0000	 QPS: 60	Comps: 11934	 Hops: 1205.5000
range: 997406	 recall: 0.5000	 QPS: 92	Comps: 8282	 Hops: 604.0000
range: 997409	 recall: 0.5000	 QPS: 130	Comps: 5298	 Hops: 601.5000
range: 997410	 recall: 0.5000	 QPS: 117	Comps: 6358	 Hops: 602.0000
range: 997424	 recall: 0.5000	 QPS: 91	Comps: 8916	 Hops: 603.0000
range: 997427	 recall: 0.5000	 QPS: 91	Comps: 9174	 Hops: 603.5000
range: 997429	 recall: 0.5000	 QPS: 104	Comps: 7700	 Hops: 603.0000
range: 997439	 recall: 0.5000	 QPS: 112	Comps: 6673	 Hops: 602.5000
range: 997440	 recall: 1.0000	 QPS: 54	Comps: 14411	 Hops: 1208.0000
range: 997445	 recall: 0.5000	 QPS: 149	Comps: 3956	 Hops: 603.0000
range: 997447	 recall: 1.0000	 QPS: 56	Comps: 13884	 Hops: 1207.5000
range: 997451	 recall: 0.5000	 QPS: 125	Comps: 5690	 Hops: 602.5000
range: 997455	 recall: 1.0000	 QPS: 60	Comps: 11986	 Hops: 1208.0000
range: 997456	 recall: 0.5000	 QPS: 75	Comps: 8394	 Hops: 602.5000
range: 997459	 recall: 0.5000	 QPS: 155	Comps: 3788	 Hops: 604.5000
range: 997460	 recall: 1.5000	 QPS: 40	Comps: 18206	 Hops: 1807.0000
range: 997462	 recall: 0.5000	 QPS: 141	Comps: 4412	 Hops: 603.0000
range: 997464	 recall: 0.5000	 QPS: 105	Comps: 7576	 Hops: 603.0000
range: 997466	 recall: 0.5000	 QPS: 187	Comps: 2507	 Hops: 602.0000
range: 997468	 recall: 1.0000	 QPS: 67	Comps: 9952	 Hops: 1205.5000
range: 997470	 recall: 0.5000	 QPS: 104	Comps: 7681	 Hops: 603.0000
range: 997473	 recall: 1.0000	 QPS: 54	Comps: 13830	 Hops: 1204.5000
range: 997474	 recall: 1.0000	 QPS: 60	Comps: 12040	 Hops: 1204.5000
range: 997475	 recall: 1.5000	 QPS: 33	Comps: 23061	 Hops: 1810.5000
range: 997476	 recall: 0.5000	 QPS: 96	Comps: 8280	 Hops: 602.0000
range: 997478	 recall: 0.5000	 QPS: 104	Comps: 7352	 Hops: 603.0000
range: 997484	 recall: 1.0000	 QPS: 52	Comps: 14541	 Hops: 1207.0000
range: 997488	 recall: 0.5000	 QPS: 112	Comps: 6900	 Hops: 602.0000
range: 997489	 recall: 0.5000	 QPS: 99	Comps: 8240	 Hops: 606.0000
range: 997491	 recall: 1.0000	 QPS: 54	Comps: 14619	 Hops: 1206.5000
range: 997493	 recall: 0.5000	 QPS: 107	Comps: 7344	 Hops: 607.0000
range: 997495	 recall: 0.5000	 QPS: 115	Comps: 5992	 Hops: 603.5000
range: 997501	 recall: 0.5000	 QPS: 91	Comps: 9127	 Hops: 601.5000
range: 997502	 recall: 0.5000	 QPS: 141	Comps: 4290	 Hops: 602.5000
range: 997506	 recall: 1.0000	 QPS: 53	Comps: 14637	 Hops: 1206.5000
range: 997508	 recall: 1.0000	 QPS: 49	Comps: 16414	 Hops: 1204.0000
range: 997509	 recall: 0.5000	 QPS: 119	Comps: 5948	 Hops: 602.5000
range: 997510	 recall: 0.5000	 QPS: 139	Comps: 4846	 Hops: 602.0000
range: 997512	 recall: 0.5000	 QPS: 100	Comps: 7892	 Hops: 603.5000
range: 997513	 recall: 0.5000	 QPS: 121	Comps: 5910	 Hops: 603.0000
range: 997514	 recall: 0.5000	 QPS: 174	Comps: 3168	 Hops: 603.0000
range: 997515	 recall: 1.0000	 QPS: 47	Comps: 16996	 Hops: 1204.5000
range: 997516	 recall: 1.0000	 QPS: 48	Comps: 16768	 Hops: 1214.5000
range: 997527	 recall: 1.5000	 QPS: 35	Comps: 19222	 Hops: 1813.5000
range: 997530	 recall: 1.0000	 QPS: 54	Comps: 13998	 Hops: 1202.5000
range: 997532	 recall: 0.5000	 QPS: 179	Comps: 2778	 Hops: 602.5000
range: 997533	 recall: 1.0000	 QPS: 60	Comps: 12242	 Hops: 1203.5000
range: 997534	 recall: 1.5000	 QPS: 36	Comps: 21856	 Hops: 1806.0000
range: 997535	 recall: 2.0000	 QPS: 26	Comps: 30050	 Hops: 2411.5000
range: 997538	 recall: 0.5000	 QPS: 131	Comps: 5132	 Hops: 603.0000
range: 997539	 recall: 1.0000	 QPS: 61	Comps: 11663	 Hops: 1203.5000
range: 997540	 recall: 0.5000	 QPS: 123	Comps: 5668	 Hops: 602.0000
range: 997541	 recall: 2.0000	 QPS: 28	Comps: 27372	 Hops: 2410.5000
range: 997543	 recall: 0.5000	 QPS: 91	Comps: 8549	 Hops: 604.5000
range: 997544	 recall: 1.0000	 QPS: 55	Comps: 13639	 Hops: 1205.5000
range: 997545	 recall: 1.0000	 QPS: 70	Comps: 9152	 Hops: 1204.0000
range: 997547	 recall: 0.5000	 QPS: 156	Comps: 3690	 Hops: 608.5000
range: 997548	 recall: 1.0000	 QPS: 52	Comps: 15294	 Hops: 1207.5000
range: 997549	 recall: 1.0000	 QPS: 61	Comps: 12052	 Hops: 1203.5000
range: 997552	 recall: 1.0000	 QPS: 61	Comps: 11892	 Hops: 1203.5000
range: 997553	 recall: 1.0000	 QPS: 52	Comps: 14382	 Hops: 1209.0000
range: 997555	 recall: 1.0000	 QPS: 64	Comps: 11006	 Hops: 1208.0000
range: 997556	 recall: 1.0000	 QPS: 52	Comps: 15129	 Hops: 1204.0000
range: 997558	 recall: 0.5000	 QPS: 113	Comps: 6917	 Hops: 602.0000
range: 997559	 recall: 1.5000	 QPS: 47	Comps: 13537	 Hops: 1806.5000
range: 997561	 recall: 0.5000	 QPS: 146	Comps: 4107	 Hops: 605.0000
range: 997563	 recall: 1.0000	 QPS: 63	Comps: 10788	 Hops: 1208.5000
range: 997565	 recall: 1.5000	 QPS: 40	Comps: 17615	 Hops: 1806.0000
